wellID,replicate,family,media,strain,timeTidy,data
blank_0_2,1,blank,PBS,blank,9.751805556,0.085500002
blank_0_2,1,blank,PBS,blank,9.929111111,0.0858
blank_0_2,1,blank,PBS,blank,10.10641667,0.0854
blank_0_2,1,blank,PBS,blank,10.28372222,0.0858
blank_0_2,1,blank,PBS,blank,10.46102778,0.085600004
blank_0_2,1,blank,PBS,blank,10.63833333,0.085699998
blank_0_2,1,blank,PBS,blank,10.81563889,0.085600004
blank_0_2,1,blank,PBS,blank,10.99294444,0.0858
blank_0_2,1,blank,PBS,blank,11.17025,0.085600004
blank_0_2,1,blank,PBS,blank,11.34755556,0.085600004
blank_0_2,1,blank,PBS,blank,11.52486111,0.085600004
blank_0_2,1,blank,PBS,blank,11.70216667,0.085600004
blank_0_2,1,blank,PBS,blank,11.87947222,0.085699998
blank_0_2,1,blank,PBS,blank,12.05677778,0.085699998
blank_0_2,1,blank,PBS,blank,12.23408333,0.085900001
blank_0_2,1,blank,PBS,blank,12.41138889,0.0858
blank_0_2,1,blank,PBS,blank,12.58869444,0.085900001
blank_0_2,1,blank,PBS,blank,12.766,0.0858
blank_0_2,1,blank,PBS,blank,12.94330556,0.0858
blank_0_2,1,blank,PBS,blank,13.12061111,0.085699998
blank_0_2,1,blank,PBS,blank,13.29791667,0.085699998
blank_0_2,1,blank,PBS,blank,13.47522222,0.085699998
blank_0_2,1,blank,PBS,blank,13.65252778,0.085699998
blank_0_2,1,blank,PBS,blank,13.82983333,0.086000003
blank_0_2,1,blank,PBS,blank,14.00713889,0.085900001
blank_0_2,1,blank,PBS,blank,14.18444444,0.0858
blank_0_2,1,blank,PBS,blank,14.36175,0.0858
blank_0_2,1,blank,PBS,blank,14.53905556,0.085600004
blank_0_2,1,blank,PBS,blank,14.71636111,0.0858
blank_0_2,1,blank,PBS,blank,14.89366667,0.0858
blank_0_2,1,blank,PBS,blank,15.07097222,0.085900001
blank_0_2,1,blank,PBS,blank,15.24827778,0.0858
blank_0_2,1,blank,PBS,blank,15.42558333,0.0858
blank_0_2,1,blank,PBS,blank,15.60288889,0.0858
blank_0_2,1,blank,PBS,blank,15.78019444,0.085900001
blank_0_2,1,blank,PBS,blank,15.9575,0.086099997
blank_0_2,1,blank,PBS,blank,16.13480556,0.085900001
blank_0_2,1,blank,PBS,blank,16.31211111,0.085600004
blank_0_2,1,blank,PBS,blank,16.48941667,0.086000003
blank_0_2,1,blank,PBS,blank,16.66672222,0.0858
blank_0_2,1,blank,PBS,blank,16.84402778,0.085699998
blank_0_2,1,blank,PBS,blank,17.02133333,0.086000003
blank_0_2,1,blank,PBS,blank,17.19863889,0.0858
blank_0_2,1,blank,PBS,blank,17.37594444,0.085699998
blank_0_2,1,blank,PBS,blank,17.55325,0.0858
blank_0_2,1,blank,PBS,blank,17.73055556,0.0858
blank_0_2,1,blank,PBS,blank,17.90786111,0.0858
blank_0_2,1,blank,PBS,blank,18.08516667,0.085600004
blank_0_2,1,blank,PBS,blank,18.26247222,0.086000003
blank_0_2,1,blank,PBS,blank,18.43977778,0.0858
blank_0_2,1,blank,PBS,blank,18.61708333,0.086000003
blank_0_2,1,blank,PBS,blank,18.79438889,0.085600004
blank_0_2,1,blank,PBS,blank,18.97169444,0.085900001
blank_0_2,1,blank,PBS,blank,19.149,0.0858
blank_0_2,1,blank,PBS,blank,19.32630556,0.0858
blank_0_2,1,blank,PBS,blank,19.50361111,0.085699998
blank_0_2,1,blank,PBS,blank,19.68091667,0.085900001
blank_0_2,1,blank,PBS,blank,19.85822222,0.085699998
blank_0_2,1,blank,PBS,blank,20.03552778,0.0858
blank_0_2,1,blank,PBS,blank,20.21283333,0.0858
blank_0_2,1,blank,PBS,blank,20.39013889,0.0858
blank_0_2,1,blank,PBS,blank,20.56744444,0.085600004
blank_0_2,1,blank,PBS,blank,20.74475,0.0858
blank_0_2,1,blank,PBS,blank,20.92205556,0.085699998
blank_0_2,1,blank,PBS,blank,21.09936111,0.085699998
blank_0_2,1,blank,PBS,blank,21.27666667,0.0858
blank_0_2,1,blank,PBS,blank,21.45397222,0.085699998
blank_0_2,1,blank,PBS,blank,21.63127778,0.085600004
blank_0_2,1,blank,PBS,blank,21.80858333,0.0858
blank_0_2,1,blank,PBS,blank,21.98588889,0.085900001
blank_0_2,1,blank,PBS,blank,22.16319444,0.0858
blank_0_2,1,blank,PBS,blank,22.3405,0.0854
blank_0_2,1,blank,PBS,blank,22.51780556,0.0858
blank_0_2,1,blank,PBS,blank,22.69511111,0.085699998
blank_0_2,1,blank,PBS,blank,22.87241667,0.085699998
blank_0_2,1,blank,PBS,blank,23.04972222,0.0858
blank_0_2,1,blank,PBS,blank,23.22702778,0.0858
blank_0_2,1,blank,PBS,blank,23.40433333,0.085699998
blank_0_2,1,blank,PBS,blank,23.58163889,0.085699998
blank_0_2,1,blank,PBS,blank,23.75894444,0.085600004
blank_0_2,1,blank,PBS,blank,23.93625,0.085600004
blank_0_2,1,blank,PBS,blank,24.11355556,0.085699998
blank_0_2,1,blank,PBS,blank,24.29086111,0.085500002
blank_0_2,1,blank,PBS,blank,24.46816667,0.085900001
blank_0_2,1,blank,PBS,blank,24.64547222,0.085699998
blank_0_2,1,blank,PBS,blank,24.82277778,0.0854
blank_0_2,1,blank,PBS,blank,25.00008333,0.0858
blank_0_2,1,blank,PBS,blank,25.17738889,0.085600004
blank_0_2,1,blank,PBS,blank,25.35469444,0.085699998
blank_0_2,1,blank,PBS,blank,25.532,0.085600004
blank_0_2,1,blank,PBS,blank,25.70930556,0.085500002
blank_0_2,1,blank,PBS,blank,25.88661111,0.0858
blank_0_2,1,blank,PBS,blank,26.06391667,0.0858
blank_0_2,1,blank,PBS,blank,26.24122222,0.0858
blank_0_2,1,blank,PBS,blank,26.41852778,0.0858
blank_0_2,1,blank,PBS,blank,26.59583333,0.0858
blank_0_2,1,blank,PBS,blank,26.77313889,0.085699998
blank_0_2,1,blank,PBS,blank,26.95044444,0.085699998
blank_0_2,1,blank,PBS,blank,27.12775,0.085699998
blank_0_2,1,blank,PBS,blank,27.30505556,0.0858
blank_0_2,1,blank,PBS,blank,27.48236111,0.0858
blank_0_2,1,blank,PBS,blank,27.65966667,0.085699998
blank_0_2,1,blank,PBS,blank,27.83697222,0.085699998
blank_0_2,1,blank,PBS,blank,28.01427778,0.085900001
blank_0_2,1,blank,PBS,blank,28.19158333,0.085600004
blank_0_2,1,blank,PBS,blank,28.36888889,0.085699998
blank_0_2,1,blank,PBS,blank,28.54619444,0.085699998
blank_0_2,1,blank,PBS,blank,28.7235,0.085699998
blank_0_2,1,blank,PBS,blank,28.90080556,0.085699998
blank_0_2,1,blank,PBS,blank,29.07811111,0.085600004
blank_0_2,1,blank,PBS,blank,29.25541667,0.085500002
blank_0_2,1,blank,PBS,blank,29.43272222,0.0858
blank_0_2,1,blank,PBS,blank,29.61002778,0.085600004
blank_0_2,1,blank,PBS,blank,29.78733333,0.0858
blank_0_2,1,blank,PBS,blank,29.96463889,0.085600004
blank_0_2,1,blank,PBS,blank,30.14194444,0.0858
blank_0_2,1,blank,PBS,blank,30.31925,0.0858
blank_0_2,1,blank,PBS,blank,30.49655556,0.085699998
blank_0_2,1,blank,PBS,blank,30.67386111,0.085699998
blank_0_2,1,blank,PBS,blank,30.85116667,0.085600004
blank_0_2,1,blank,PBS,blank,31.02847222,0.0858
blank_0_2,1,blank,PBS,blank,31.20577778,0.0858
blank_0_2,1,blank,PBS,blank,31.38308333,0.0858
blank_0_2,1,blank,PBS,blank,31.56038889,0.0858
blank_0_2,1,blank,PBS,blank,31.73769444,0.0858
blank_0_2,1,blank,PBS,blank,31.915,0.0858
blank_0_2,1,blank,PBS,blank,32.09230556,0.0858
blank_0_2,1,blank,PBS,blank,32.26961111,0.0858
blank_0_2,1,blank,PBS,blank,32.44691667,0.085600004
blank_0_2,1,blank,PBS,blank,32.62422222,0.085699998
blank_0_2,1,blank,PBS,blank,32.80152778,0.085900001
blank_0_2,1,blank,PBS,blank,32.97883333,0.085699998
blank_0_2,1,blank,PBS,blank,33.15613889,0.0858
blank_0_2,1,blank,PBS,blank,33.33344444,0.085500002
blank_0_2,1,blank,PBS,blank,33.51075,0.085699998
blank_0_2,1,blank,PBS,blank,33.68805556,0.0858
blank_0_2,1,blank,PBS,blank,33.86536111,0.0858
blank_0_2,1,blank,PBS,blank,34.04266667,0.086099997
blank_0_2,1,blank,PBS,blank,34.21997222,0.085900001
blank_0_2,1,blank,PBS,blank,34.39727778,0.0858
blank_0_2,1,blank,PBS,blank,34.57458333,0.0858
blank_0_2,1,blank,PBS,blank,34.75188889,0.085600004
blank_0_2,1,blank,PBS,blank,34.92919444,0.0858
blank_0_2,1,blank,PBS,blank,35.1065,0.085900001
blank_0_2,1,blank,PBS,blank,35.28380556,0.0858
blank_0_2,1,blank,PBS,blank,35.46111111,0.0858
blank_0_2,1,blank,PBS,blank,35.63841667,0.0858
blank_0_2,1,blank,PBS,blank,35.81572222,0.085900001
blank_0_2,1,blank,PBS,blank,35.99302778,0.085699998
blank_0_2,1,blank,PBS,blank,36.17033333,0.085900001
blank_0_2,1,blank,PBS,blank,36.34763889,0.0858
blank_0_2,1,blank,PBS,blank,36.52494444,0.085299999
blank_0_2,1,blank,PBS,blank,36.70225,0.0858
blank_0_2,1,blank,PBS,blank,36.87955556,0.085600004
blank_0_2,1,blank,PBS,blank,37.05686111,0.0858
blank_0_2,1,blank,PBS,blank,37.23416667,0.085600004
blank_0_2,1,blank,PBS,blank,37.41147222,0.085600004
blank_0_2,1,blank,PBS,blank,37.58877778,0.0858
blank_0_2,1,blank,PBS,blank,37.76608333,0.086300001
blank_0_2,1,blank,PBS,blank,37.94338889,0.0858
blank_0_2,1,blank,PBS,blank,38.12069444,0.085900001
blank_0_2,1,blank,PBS,blank,38.298,0.086000003
blank_0_2,1,blank,PBS,blank,38.47530556,0.085900001
blank_0_2,1,blank,PBS,blank,38.65261111,0.085500002
blank_0_2,1,blank,PBS,blank,38.82991667,0.086000003
blank_0_2,1,blank,PBS,blank,39.00722222,0.0858
blank_0_2,1,blank,PBS,blank,39.18452778,0.0858
blank_0_2,1,blank,PBS,blank,39.36183333,0.0858
blank_0_2,1,blank,PBS,blank,39.53913889,0.085900001
blank_0_2,1,blank,PBS,blank,39.71644444,0.086099997
blank_0_2,1,blank,PBS,blank,39.89375,0.085699998
blank_0_2,1,blank,PBS,blank,40.07105556,0.0854
blank_0_2,1,blank,PBS,blank,40.24836111,0.085699998
blank_0_2,1,blank,PBS,blank,40.42566667,0.086000003
blank_0_2,1,blank,PBS,blank,40.60297222,0.085500002
blank_0_2,1,blank,PBS,blank,40.78027778,0.0858
blank_0_2,1,blank,PBS,blank,40.95758333,0.086099997
blank_0_2,1,blank,PBS,blank,41.13488889,0.085600004
blank_0_2,1,blank,PBS,blank,41.31219444,0.085600004
blank_0_2,1,blank,PBS,blank,41.4895,0.086199999
blank_0_2,1,blank,PBS,blank,41.66680556,0.0858
blank_0_2,1,blank,PBS,blank,41.84411111,0.085500002
blank_0_2,1,blank,PBS,blank,42.02141667,0.085900001
blank_0_2,1,blank,PBS,blank,42.19872222,0.086099997
blank_0_2,1,blank,PBS,blank,42.37602778,0.086000003
blank_0_2,1,blank,PBS,blank,42.55333333,0.085600004
blank_0_2,1,blank,PBS,blank,42.73063889,0.086000003
blank_0_2,1,blank,PBS,blank,42.90794444,0.086199999
blank_0_2,1,blank,PBS,blank,43.08525,0.085600004
blank_0_2,1,blank,PBS,blank,43.26255556,0.085900001
blank_0_2,1,blank,PBS,blank,43.43986111,0.085699998
blank_0_2,1,blank,PBS,blank,43.61716667,0.0858
blank_0_2,1,blank,PBS,blank,43.79447222,0.0858
blank_0_2,1,blank,PBS,blank,43.97177778,0.085699998
blank_0_2,1,blank,PBS,blank,44.14908333,0.086199999
blank_0_2,1,blank,PBS,blank,44.32638889,0.0858
blank_0_2,1,blank,PBS,blank,44.50369444,0.0858
blank_0_2,1,blank,PBS,blank,44.681,0.085699998
blank_0_2,1,blank,PBS,blank,44.85830556,0.086000003
blank_0_2,1,blank,PBS,blank,45.03561111,0.0858
blank_0_2,1,blank,PBS,blank,45.21291667,0.086000003
blank_0_2,1,blank,PBS,blank,45.39022222,0.0858
blank_0_2,1,blank,PBS,blank,45.56752778,0.0858
blank_0_2,1,blank,PBS,blank,45.74483333,0.085699998
blank_0_2,1,blank,PBS,blank,45.92213889,0.0858
blank_0_2,1,blank,PBS,blank,46.09944444,0.085500002
blank_0_2,1,blank,PBS,blank,46.27675,0.086300001
blank_0_2,1,blank,PBS,blank,46.45405556,0.085600004
blank_0_2,1,blank,PBS,blank,46.63136111,0.085699998
blank_0_2,1,blank,PBS,blank,46.80866667,0.0854
blank_0_2,1,blank,PBS,blank,46.98597222,0.085600004
blank_0_2,1,blank,PBS,blank,47.16327778,0.085699998
blank_0_2,1,blank,PBS,blank,47.34058333,0.085600004
blank_0_2,1,blank,PBS,blank,47.51788889,0.085699998
blank_0_2,1,blank,PBS,blank,47.69519444,0.085900001
blank_0_2,1,blank,PBS,blank,47.8725,0.085699998
blank_0_2,1,blank,PBS,blank,48.04980556,0.085600004
blank_0_2,2,blank,PBS,blank,0,0.086499996
blank_0_2,2,blank,PBS,blank,0.177305556,0.085900001
blank_0_2,2,blank,PBS,blank,0.354611111,0.0858
blank_0_2,2,blank,PBS,blank,0.531916667,0.0858
blank_0_2,2,blank,PBS,blank,0.709222222,0.0858
blank_0_2,2,blank,PBS,blank,0.886527778,0.085699998
blank_0_2,2,blank,PBS,blank,1.063833333,0.0858
blank_0_2,2,blank,PBS,blank,1.241138889,0.085900001
blank_0_2,2,blank,PBS,blank,1.418444444,0.086000003
blank_0_2,2,blank,PBS,blank,1.59575,0.0858
blank_0_2,2,blank,PBS,blank,1.773055556,0.086099997
blank_0_2,2,blank,PBS,blank,1.950361111,0.086000003
blank_0_2,2,blank,PBS,blank,2.127666667,0.085900001
blank_0_2,2,blank,PBS,blank,2.304972222,0.085600004
blank_0_2,2,blank,PBS,blank,2.482277778,0.085900001
blank_0_2,2,blank,PBS,blank,2.659583333,0.086000003
blank_0_2,2,blank,PBS,blank,2.836888889,0.085900001
blank_0_2,2,blank,PBS,blank,3.014194444,0.086000003
blank_0_2,2,blank,PBS,blank,3.1915,0.086000003
blank_0_2,2,blank,PBS,blank,3.368805556,0.085900001
blank_0_2,2,blank,PBS,blank,3.546111111,0.0858
blank_0_2,2,blank,PBS,blank,3.723416667,0.085900001
blank_0_2,2,blank,PBS,blank,3.900722222,0.086000003
blank_0_2,2,blank,PBS,blank,4.078027778,0.086000003
blank_0_2,2,blank,PBS,blank,4.255333333,0.086099997
blank_0_2,2,blank,PBS,blank,4.432638889,0.086199999
blank_0_2,2,blank,PBS,blank,4.609944444,0.086000003
blank_0_2,2,blank,PBS,blank,4.78725,0.085900001
blank_0_2,2,blank,PBS,blank,4.964555556,0.086199999
blank_0_2,2,blank,PBS,blank,5.141861111,0.086000003
blank_0_2,2,blank,PBS,blank,5.319166667,0.086000003
blank_0_2,2,blank,PBS,blank,5.496472222,0.085900001
blank_0_2,2,blank,PBS,blank,5.673777778,0.086099997
blank_0_2,2,blank,PBS,blank,5.851083333,0.086199999
blank_0_2,2,blank,PBS,blank,6.028388889,0.086000003
blank_0_2,2,blank,PBS,blank,6.205694444,0.086099997
blank_0_2,2,blank,PBS,blank,6.383,0.086099997
blank_0_2,2,blank,PBS,blank,6.560305556,0.086099997
blank_0_2,2,blank,PBS,blank,6.737611111,0.085900001
blank_0_2,2,blank,PBS,blank,6.914916667,0.086099997
blank_0_2,2,blank,PBS,blank,7.092222222,0.085900001
blank_0_2,2,blank,PBS,blank,7.269527778,0.086000003
blank_0_2,2,blank,PBS,blank,7.446833333,0.086099997
blank_0_2,2,blank,PBS,blank,7.624138889,0.086199999
blank_0_2,2,blank,PBS,blank,7.801444444,0.086099997
blank_0_2,2,blank,PBS,blank,7.97875,0.086099997
blank_0_2,2,blank,PBS,blank,8.156055556,0.086099997
blank_0_2,2,blank,PBS,blank,8.333361111,0.086099997
blank_0_2,2,blank,PBS,blank,8.510666667,0.086300001
blank_0_2,2,blank,PBS,blank,8.687972222,0.086199999
blank_0_2,2,blank,PBS,blank,8.865277778,0.085900001
blank_0_2,2,blank,PBS,blank,9.042583333,0.086199999
blank_0_2,2,blank,PBS,blank,9.219888889,0.086099997
blank_0_2,2,blank,PBS,blank,9.397194444,0.086199999
blank_0_2,2,blank,PBS,blank,9.5745,0.086000003
blank_0_2,2,blank,PBS,blank,9.751805556,0.085900001
blank_0_2,2,blank,PBS,blank,9.929111111,0.086000003
blank_0_2,2,blank,PBS,blank,10.10641667,0.0858
blank_0_2,2,blank,PBS,blank,10.28372222,0.086099997
blank_0_2,2,blank,PBS,blank,10.46102778,0.085900001
blank_0_2,2,blank,PBS,blank,10.63833333,0.086099997
blank_0_2,2,blank,PBS,blank,10.81563889,0.086099997
blank_0_2,2,blank,PBS,blank,10.99294444,0.085900001
blank_0_2,2,blank,PBS,blank,11.17025,0.086199999
blank_0_2,2,blank,PBS,blank,11.34755556,0.086099997
blank_0_2,2,blank,PBS,blank,11.52486111,0.085900001
blank_0_2,2,blank,PBS,blank,11.70216667,0.086099997
blank_0_2,2,blank,PBS,blank,11.87947222,0.085900001
blank_0_2,2,blank,PBS,blank,12.05677778,0.085900001
blank_0_2,2,blank,PBS,blank,12.23408333,0.086000003
blank_0_2,2,blank,PBS,blank,12.41138889,0.086000003
blank_0_2,2,blank,PBS,blank,12.58869444,0.086000003
blank_0_2,2,blank,PBS,blank,12.766,0.086000003
blank_0_2,2,blank,PBS,blank,12.94330556,0.086000003
blank_0_2,2,blank,PBS,blank,13.12061111,0.086000003
blank_0_2,2,blank,PBS,blank,13.29791667,0.085900001
blank_0_2,2,blank,PBS,blank,13.47522222,0.086099997
blank_0_2,2,blank,PBS,blank,13.65252778,0.086000003
blank_0_2,2,blank,PBS,blank,13.82983333,0.086000003
blank_0_2,2,blank,PBS,blank,14.00713889,0.086000003
blank_0_2,2,blank,PBS,blank,14.18444444,0.086000003
blank_0_2,2,blank,PBS,blank,14.36175,0.086099997
blank_0_2,2,blank,PBS,blank,14.53905556,0.0858
blank_0_2,2,blank,PBS,blank,14.71636111,0.085900001
blank_0_2,2,blank,PBS,blank,14.89366667,0.0858
blank_0_2,2,blank,PBS,blank,15.07097222,0.085900001
blank_0_2,2,blank,PBS,blank,15.24827778,0.085900001
blank_0_2,2,blank,PBS,blank,15.42558333,0.085900001
blank_0_2,2,blank,PBS,blank,15.60288889,0.085900001
blank_0_2,2,blank,PBS,blank,15.78019444,0.086000003
blank_0_2,2,blank,PBS,blank,15.9575,0.086099997
blank_0_2,2,blank,PBS,blank,16.13480556,0.0858
blank_0_2,2,blank,PBS,blank,16.31211111,0.0858
blank_0_2,2,blank,PBS,blank,16.48941667,0.086099997
blank_0_2,2,blank,PBS,blank,16.66672222,0.086000003
blank_0_2,2,blank,PBS,blank,16.84402778,0.0858
blank_0_2,2,blank,PBS,blank,17.02133333,0.086099997
blank_0_2,2,blank,PBS,blank,17.19863889,0.086000003
blank_0_2,2,blank,PBS,blank,17.37594444,0.0858
blank_0_2,2,blank,PBS,blank,17.55325,0.086000003
blank_0_2,2,blank,PBS,blank,17.73055556,0.0858
blank_0_2,2,blank,PBS,blank,17.90786111,0.086000003
blank_0_2,2,blank,PBS,blank,18.08516667,0.086000003
blank_0_2,2,blank,PBS,blank,18.26247222,0.086199999
blank_0_2,2,blank,PBS,blank,18.43977778,0.086099997
blank_0_2,2,blank,PBS,blank,18.61708333,0.086099997
blank_0_2,2,blank,PBS,blank,18.79438889,0.085600004
blank_0_2,2,blank,PBS,blank,18.97169444,0.085900001
blank_0_2,2,blank,PBS,blank,19.149,0.0858
blank_0_2,2,blank,PBS,blank,19.32630556,0.085900001
blank_0_2,2,blank,PBS,blank,19.50361111,0.085699998
blank_0_2,2,blank,PBS,blank,19.68091667,0.086000003
blank_0_2,2,blank,PBS,blank,19.85822222,0.085900001
blank_0_2,2,blank,PBS,blank,20.03552778,0.085600004
blank_0_2,2,blank,PBS,blank,20.21283333,0.085900001
blank_0_2,2,blank,PBS,blank,20.39013889,0.0858
blank_0_2,2,blank,PBS,blank,20.56744444,0.085900001
blank_0_2,2,blank,PBS,blank,20.74475,0.085900001
blank_0_2,2,blank,PBS,blank,20.92205556,0.085900001
blank_0_2,2,blank,PBS,blank,21.09936111,0.085699998
blank_0_2,2,blank,PBS,blank,21.27666667,0.085900001
blank_0_2,2,blank,PBS,blank,21.45397222,0.0858
blank_0_2,2,blank,PBS,blank,21.63127778,0.0858
blank_0_2,2,blank,PBS,blank,21.80858333,0.085600004
blank_0_2,2,blank,PBS,blank,21.98588889,0.085900001
blank_0_2,2,blank,PBS,blank,22.16319444,0.085900001
blank_0_2,2,blank,PBS,blank,22.3405,0.085699998
blank_0_2,2,blank,PBS,blank,22.51780556,0.085900001
blank_0_2,2,blank,PBS,blank,22.69511111,0.0858
blank_0_2,2,blank,PBS,blank,22.87241667,0.0858
blank_0_2,2,blank,PBS,blank,23.04972222,0.085699998
blank_0_2,2,blank,PBS,blank,23.22702778,0.086000003
blank_0_2,2,blank,PBS,blank,23.40433333,0.085900001
blank_0_2,2,blank,PBS,blank,23.58163889,0.085900001
blank_0_2,2,blank,PBS,blank,23.75894444,0.085600004
blank_0_2,2,blank,PBS,blank,23.93625,0.085900001
blank_0_2,2,blank,PBS,blank,24.11355556,0.0858
blank_0_2,2,blank,PBS,blank,24.29086111,0.085699998
blank_0_2,2,blank,PBS,blank,24.46816667,0.085699998
blank_0_2,2,blank,PBS,blank,24.64547222,0.0858
blank_0_2,2,blank,PBS,blank,24.82277778,0.085699998
blank_0_2,2,blank,PBS,blank,25.00008333,0.085699998
blank_0_2,2,blank,PBS,blank,25.17738889,0.085699998
blank_0_2,2,blank,PBS,blank,25.35469444,0.085900001
blank_0_2,2,blank,PBS,blank,25.532,0.0858
blank_0_2,2,blank,PBS,blank,25.70930556,0.0858
blank_0_2,2,blank,PBS,blank,25.88661111,0.085699998
blank_0_2,2,blank,PBS,blank,26.06391667,0.0858
blank_0_2,2,blank,PBS,blank,26.24122222,0.085900001
blank_0_2,2,blank,PBS,blank,26.41852778,0.0858
blank_0_2,2,blank,PBS,blank,26.59583333,0.086000003
blank_0_2,2,blank,PBS,blank,26.77313889,0.0858
blank_0_2,2,blank,PBS,blank,26.95044444,0.085900001
blank_0_2,2,blank,PBS,blank,27.12775,0.0858
blank_0_2,2,blank,PBS,blank,27.30505556,0.085699998
blank_0_2,2,blank,PBS,blank,27.48236111,0.086000003
blank_0_2,2,blank,PBS,blank,27.65966667,0.085600004
blank_0_2,2,blank,PBS,blank,27.83697222,0.085699998
blank_0_2,2,blank,PBS,blank,28.01427778,0.085900001
blank_0_2,2,blank,PBS,blank,28.19158333,0.0858
blank_0_2,2,blank,PBS,blank,28.36888889,0.085900001
blank_0_2,2,blank,PBS,blank,28.54619444,0.086000003
blank_0_2,2,blank,PBS,blank,28.7235,0.085900001
blank_0_2,2,blank,PBS,blank,28.90080556,0.085900001
blank_0_2,2,blank,PBS,blank,29.07811111,0.085900001
blank_0_2,2,blank,PBS,blank,29.25541667,0.085699998
blank_0_2,2,blank,PBS,blank,29.43272222,0.0858
blank_0_2,2,blank,PBS,blank,29.61002778,0.0858
blank_0_2,2,blank,PBS,blank,29.78733333,0.0858
blank_0_2,2,blank,PBS,blank,29.96463889,0.0858
blank_0_2,2,blank,PBS,blank,30.14194444,0.086000003
blank_0_2,2,blank,PBS,blank,30.31925,0.085699998
blank_0_2,2,blank,PBS,blank,30.49655556,0.0858
blank_0_2,2,blank,PBS,blank,30.67386111,0.0858
blank_0_2,2,blank,PBS,blank,30.85116667,0.085699998
blank_0_2,2,blank,PBS,blank,31.02847222,0.0858
blank_0_2,2,blank,PBS,blank,31.20577778,0.0858
blank_0_2,2,blank,PBS,blank,31.38308333,0.086000003
blank_0_2,2,blank,PBS,blank,31.56038889,0.085900001
blank_0_2,2,blank,PBS,blank,31.73769444,0.0858
blank_0_2,2,blank,PBS,blank,31.915,0.085699998
blank_0_2,2,blank,PBS,blank,32.09230556,0.0858
blank_0_2,2,blank,PBS,blank,32.26961111,0.085900001
blank_0_2,2,blank,PBS,blank,32.44691667,0.085900001
