wellID,replicate,family,media,strain,timeTidy,data
blank_0,2,blank,PBS,blank,13.65252778,0.086000003
blank_0,2,blank,PBS,blank,13.82983333,0.084799998
blank_0,2,blank,PBS,blank,14.00713889,0.084200002
blank_0,2,blank,PBS,blank,14.18444444,0.085000001
blank_0,2,blank,PBS,blank,14.36175,0.0854
blank_0,2,blank,PBS,blank,14.53905556,0.084700003
blank_0,2,blank,PBS,blank,14.71636111,0.085500002
blank_0,2,blank,PBS,blank,14.89366667,0.0854
blank_0,2,blank,PBS,blank,15.07097222,0.084799998
blank_0,2,blank,PBS,blank,15.24827778,0.085500002
blank_0,2,blank,PBS,blank,15.42558333,0.085299999
blank_0,2,blank,PBS,blank,15.60288889,0.085199997
blank_0,2,blank,PBS,blank,15.78019444,0.085299999
blank_0,2,blank,PBS,blank,15.9575,0.084899999
blank_0,2,blank,PBS,blank,16.13480556,0.084299996
blank_0,2,blank,PBS,blank,16.31211111,0.0845
blank_0,2,blank,PBS,blank,16.48941667,0.084799998
blank_0,2,blank,PBS,blank,16.66672222,0.085600004
blank_0,2,blank,PBS,blank,16.84402778,0.0858
blank_0,2,blank,PBS,blank,17.02133333,0.085299999
blank_0,2,blank,PBS,blank,17.19863889,0.084899999
blank_0,2,blank,PBS,blank,17.37594444,0.084700003
blank_0,2,blank,PBS,blank,17.55325,0.085000001
blank_0,2,blank,PBS,blank,17.73055556,0.085100003
blank_0,2,blank,PBS,blank,17.90786111,0.084899999
blank_0,2,blank,PBS,blank,18.08516667,0.084700003
blank_0,2,blank,PBS,blank,18.26247222,0.085299999
blank_0,2,blank,PBS,blank,18.43977778,0.084899999
blank_0,2,blank,PBS,blank,18.61708333,0.0854
blank_0,2,blank,PBS,blank,18.79438889,0.085299999
blank_0,2,blank,PBS,blank,18.97169444,0.085100003
blank_0,2,blank,PBS,blank,19.149,0.085000001
blank_0,2,blank,PBS,blank,19.32630556,0.084899999
blank_0,2,blank,PBS,blank,19.50361111,0.084899999
blank_0,2,blank,PBS,blank,19.68091667,0.084700003
blank_0,2,blank,PBS,blank,19.85822222,0.085000001
blank_0,2,blank,PBS,blank,20.03552778,0.084899999
blank_0,2,blank,PBS,blank,20.21283333,0.0854
blank_0,2,blank,PBS,blank,20.39013889,0.085199997
blank_0,2,blank,PBS,blank,20.56744444,0.084899999
blank_0,2,blank,PBS,blank,20.74475,0.084700003
blank_0,2,blank,PBS,blank,20.92205556,0.084899999
blank_0,2,blank,PBS,blank,21.09936111,0.084899999
blank_0,2,blank,PBS,blank,21.27666667,0.084899999
blank_0,2,blank,PBS,blank,21.45397222,0.084899999
blank_0,2,blank,PBS,blank,21.63127778,0.085000001
