wellID,strain,timeTidy,data
"blank0_1","border",0,0.0844999998807907
"blank0_1","border",0.177305555555556,0.0846000015735626
"blank0_1","border",0.354611111111111,0.0843999981880188
"blank0_1","border",0.531916666666667,0.0846000015735626
"blank0_1","border",0.709222222222222,0.0847999975085258
"blank0_1","border",0.886527777777778,0.0847999975085258
"blank0_1","border",1.06383333333333,0.0847999975085258
"blank0_1","border",1.24113888888889,0.0848999992012978
"blank0_1","border",1.41844444444444,0.0847999975085258
"blank0_1","border",1.59575,0.0848999992012978
"blank0_1","border",1.77305555555556,0.0850000008940697
"blank0_1","border",1.95036111111111,0.0847000032663345
"blank0_1","border",2.12766666666667,0.0847999975085258
"blank0_1","border",2.30497222222222,0.0844999998807907
"blank0_1","border",2.48227777777778,0.0847000032663345
"blank0_1","border",2.65958333333333,0.0848999992012978
"blank0_1","border",2.83688888888889,0.0844999998807907
"blank0_1","border",3.01419444444444,0.0843999981880188
"blank0_1","border",3.1915,0.0844999998807907
"blank0_1","border",3.36880555555555,0.0842999964952469
"blank0_1","border",3.54611111111111,0.0843999981880188
"blank0_1","border",3.72341666666667,0.0843999981880188
"blank0_1","border",3.90072222222222,0.0847000032663345
"blank0_1","border",4.07802777777778,0.0847999975085258
"blank0_1","border",4.25533333333333,0.0846000015735626
"blank0_1","border",4.43263888888889,0.0847000032663345
"blank0_1","border",4.60994444444444,0.0844999998807907
"blank0_1","border",4.78725,0.0843999981880188
"blank0_1","border",4.96455555555555,0.0842999964952469
"blank0_1","border",5.14186111111111,0.0846000015735626
"blank0_1","border",5.31916666666666,0.0846000015735626
"blank0_1","border",5.49647222222222,0.0844999998807907
"blank0_1","border",5.67377777777777,0.0846000015735626
"blank0_1","border",5.85108333333333,0.0842999964952469
"blank0_1","border",6.02838888888888,0.0844999998807907
"blank0_1","border",6.20569444444444,0.0844999998807907
"blank0_1","border",6.383,0.0844999998807907
"blank0_1","border",6.56030555555555,0.0842000022530556
"blank0_1","border",6.73761111111111,0.0843999981880188
"blank0_1","border",6.91491666666666,0.0844999998807907
"blank0_1","border",7.09222222222222,0.0842999964952469
"blank0_1","border",7.26952777777777,0.0844999998807907
"blank0_1","border",7.44683333333333,0.0846000015735626
"blank0_1","border",7.62413888888888,0.0843999981880188
"blank0_1","border",7.80144444444444,0.0844999998807907
"blank0_1","border",7.97874999999999,0.0844999998807907
"blank0_1","border",8.15605555555555,0.0844999998807907
"blank0_1","border",8.3333611111111,0.0842999964952469
"blank0_1","border",8.51066666666666,0.0842999964952469
