expID,strain,media,replicate,timepoint,OD600,OD600_blanked
blank4,blank,GlcNAc,4,35.34127778,0.086180001,0.000200001
blank4,blank,GlcNAc,4,35.52630556,0.0862,0.00022
blank4,blank,GlcNAc,4,35.71133333,0.086210001,0.00023
blank4,blank,GlcNAc,4,35.89636111,0.086260001,0.000280001
blank4,blank,GlcNAc,4,36.08138889,0.08621,0.000229999
blank4,blank,GlcNAc,4,36.26641667,0.08612,0.00014
blank4,blank,GlcNAc,4,36.45144444,0.08623,0.00025
blank4,blank,GlcNAc,4,36.63647222,0.086240001,0.000260001
blank4,blank,GlcNAc,4,36.8215,0.08632,0.00034
blank4,blank,GlcNAc,4,37.00652778,0.08622,0.00024
blank4,blank,GlcNAc,4,37.19155556,0.08633,0.000349999
blank4,blank,GlcNAc,4,37.37658333,0.086100002,0.000120001
blank4,blank,GlcNAc,4,37.56161111,0.0861,0.00012
blank4,blank,GlcNAc,4,37.74663889,0.086260001,0.00028
blank4,blank,GlcNAc,4,37.93166667,0.086220001,0.00024
blank4,blank,GlcNAc,4,38.11669444,0.08628,0.0003
blank4,blank,GlcNAc,4,38.30172222,0.08619,0.00021
blank4,blank,GlcNAc,4,38.48675,0.08609,0.00011
blank4,blank,GlcNAc,4,38.67177778,0.086180001,0.000200001
blank4,blank,GlcNAc,4,38.85680556,0.086170001,0.000190001
blank4,blank,GlcNAc,4,39.04183333,0.086180001,0.0002
blank4,blank,GlcNAc,4,39.22686111,0.08626,0.00028
blank4,blank,GlcNAc,4,39.41188889,0.086219999,0.000239999
blank4,blank,GlcNAc,4,39.59691667,0.08622,0.00024
blank4,blank,GlcNAc,4,39.78194444,0.08628,0.0003
blank4,blank,GlcNAc,4,39.96697222,0.08627,0.00029
blank4,blank,GlcNAc,4,40.152,0.086210001,0.00023
blank4,blank,GlcNAc,4,40.33702778,0.086200001,0.000220001
blank4,blank,GlcNAc,4,40.52205556,0.086180002,0.000200002
blank4,blank,GlcNAc,4,40.70708333,0.08625,0.000269999
blank4,blank,GlcNAc,4,40.89211111,0.08619,0.00021
blank4,blank,GlcNAc,4,41.07713889,0.08629,0.000309999
blank4,blank,GlcNAc,4,41.26216667,0.086339998,0.000359998
blank4,blank,GlcNAc,4,41.44719444,0.086309998,0.000329998
blank4,blank,GlcNAc,4,41.63222222,0.08624,0.000259999
blank4,blank,GlcNAc,4,41.81725,0.08632,0.00034
blank4,blank,GlcNAc,4,42.00227778,0.08625,0.000269999
blank4,blank,GlcNAc,4,42.18730556,0.08624,0.00026
blank4,blank,GlcNAc,4,42.37233333,0.086070001,9.00008E-05
blank4,blank,GlcNAc,4,42.55736111,0.086299999,0.000319999
blank4,blank,GlcNAc,4,42.74238889,0.08627,0.00029
blank4,blank,GlcNAc,4,42.92741667,0.086269999,0.000289999
blank4,blank,GlcNAc,4,43.11244444,0.086309999,0.000329999
blank4,blank,GlcNAc,4,43.29747222,0.086240002,0.000260001
blank4,blank,GlcNAc,4,43.4825,0.0862,0.00022
blank4,blank,GlcNAc,4,43.66752778,0.086180001,0.0002
blank4,blank,GlcNAc,4,43.85255556,0.086250001,0.000270001
blank4,blank,GlcNAc,4,44.03758333,0.08633,0.00035
blank4,blank,GlcNAc,4,44.22261111,0.08628,0.0003
blank4,blank,GlcNAc,4,44.40763889,0.086220001,0.000240001
blank4,blank,GlcNAc,4,44.59266667,0.086220001,0.00024
blank4,blank,GlcNAc,4,44.77769444,0.08625,0.000269999
blank4,blank,GlcNAc,4,44.96272222,0.08624,0.00026
blank4,blank,GlcNAc,4,45.14775,0.086280002,0.000300001
blank4,blank,GlcNAc,4,45.33277778,0.086299998,0.000319998
blank4,blank,GlcNAc,4,45.51780556,0.08624,0.00026
blank4,blank,GlcNAc,4,45.70283333,0.08611,0.00013
blank4,blank,GlcNAc,4,45.88786111,0.086150002,0.000170001
blank4,blank,GlcNAc,4,46.07288889,0.086180001,0.0002
blank4,blank,GlcNAc,4,46.25791667,0.08634,0.000359999
blank4,blank,GlcNAc,4,46.44294444,0.08622,0.00024
blank4,blank,GlcNAc,4,46.62797222,0.086229999,0.000249999
blank4,blank,GlcNAc,4,46.813,0.08627,0.00029
blank4,blank,GlcNAc,4,46.99802778,0.086220001,0.00024
blank4,blank,GlcNAc,4,47.18305556,0.086329999,0.000349998
blank4,blank,GlcNAc,4,47.36808333,0.08627,0.00029
blank4,blank,GlcNAc,4,47.55311111,0.086209999,0.000229999
blank4,blank,GlcNAc,4,47.73813889,0.086250001,0.000270001
blank4,blank,GlcNAc,4,47.92316667,0.086309998,0.000329998
blank4,blank,GlcNAc,4,48.10819444,0.086230001,0.000250001
Anc1,Anc,GlcNAc,1,0,0.08611,0
Anc1,Anc,GlcNAc,1,0.185027778,0.08623,0.00012
Anc1,Anc,GlcNAc,1,0.370083333,0.08642,0.00031
Anc1,Anc,GlcNAc,1,0.555111111,0.08653,0.00042
Anc1,Anc,GlcNAc,1,0.740138889,0.08647,0.000359999
Anc1,Anc,GlcNAc,1,0.925166667,0.08673,0.000619999
Anc1,Anc,GlcNAc,1,1.110194444,0.08701,0.0009
Anc1,Anc,GlcNAc,1,1.295222222,0.08723,0.00112
Anc1,Anc,GlcNAc,1,1.48025,0.08744,0.00133
Anc1,Anc,GlcNAc,1,1.665277778,0.08783,0.001719999
Anc1,Anc,GlcNAc,1,1.850333333,0.08822,0.00211
Anc1,Anc,GlcNAc,1,2.035361111,0.088860001,0.00275
Anc1,Anc,GlcNAc,1,2.220388889,0.08921,0.0031
Anc1,Anc,GlcNAc,1,2.405416667,0.08961,0.0035
Anc1,Anc,GlcNAc,1,2.590444444,0.09011,0.004
Anc1,Anc,GlcNAc,1,2.775472222,0.09051,0.0044
Anc1,Anc,GlcNAc,1,2.960611111,0.0913,0.00519
Anc1,Anc,GlcNAc,1,3.145638889,0.09173,0.00562
Anc1,Anc,GlcNAc,1,3.330666667,0.092599999,0.006489999
Anc1,Anc,GlcNAc,1,3.515694444,0.09335,0.00724
Anc1,Anc,GlcNAc,1,3.700722222,0.094279999,0.008169998
Anc1,Anc,GlcNAc,1,3.885777778,0.09518,0.00907
Anc1,Anc,GlcNAc,1,4.070805556,0.096219999,0.010109999
Anc1,Anc,GlcNAc,1,4.255833333,0.09733,0.011219999
Anc1,Anc,GlcNAc,1,4.440861111,0.09763,0.01152
Anc1,Anc,GlcNAc,1,4.625888889,0.09799,0.011879999
Anc1,Anc,GlcNAc,1,4.810916667,0.097669998,0.011559997
Anc1,Anc,GlcNAc,1,4.995944444,0.09813,0.01202
Anc1,Anc,GlcNAc,1,5.180972222,0.09771,0.0116
Anc1,Anc,GlcNAc,1,5.366,0.09752,0.01141
Anc1,Anc,GlcNAc,1,5.551055556,0.097169999,0.011059999
Anc1,Anc,GlcNAc,1,5.736277778,0.096459999,0.010349999
Anc1,Anc,GlcNAc,1,5.921305556,0.09615,0.010039999
Anc1,Anc,GlcNAc,1,6.106333333,0.09591,0.0098
Anc1,Anc,GlcNAc,1,6.291361111,0.095680001,0.00957
Anc1,Anc,GlcNAc,1,6.476388889,0.09536,0.00925
Anc1,Anc,GlcNAc,1,6.661416667,0.095099999,0.008989999
Anc1,Anc,GlcNAc,1,6.846472222,0.09507,0.00896
Anc1,Anc,GlcNAc,1,7.0315,0.09487,0.008759999
Anc1,Anc,GlcNAc,1,7.216527778,0.094619998,0.008509998
Anc1,Anc,GlcNAc,1,7.401555556,0.094809999,0.008699999
Anc1,Anc,GlcNAc,1,7.586583333,0.09482,0.00871
Anc1,Anc,GlcNAc,1,7.771611111,0.09472,0.00861
Anc1,Anc,GlcNAc,1,7.956638889,0.094729999,0.008619999
Anc1,Anc,GlcNAc,1,8.141666667,0.094769999,0.008659999
Anc1,Anc,GlcNAc,1,8.326694444,0.094729999,0.008619998
Anc1,Anc,GlcNAc,1,8.51175,0.09483,0.00872
Anc1,Anc,GlcNAc,1,8.696777778,0.094940002,0.008830001
Anc1,Anc,GlcNAc,1,8.881805556,0.094919999,0.008809999
Anc1,Anc,GlcNAc,1,9.066833333,0.09506,0.00895
Anc1,Anc,GlcNAc,1,9.251861111,0.095119999,0.009009999
Anc1,Anc,GlcNAc,1,9.436916667,0.09511,0.009
Anc1,Anc,GlcNAc,1,9.621944444,0.09518,0.009069999
Anc1,Anc,GlcNAc,1,9.806972222,0.095249999,0.009139999
Anc1,Anc,GlcNAc,1,9.992,0.09527,0.00916
Anc1,Anc,GlcNAc,1,10.17702778,0.09527,0.00916
Anc1,Anc,GlcNAc,1,10.36205556,0.09544,0.009329999
Anc1,Anc,GlcNAc,1,10.54708333,0.09537,0.00926
Anc1,Anc,GlcNAc,1,10.73211111,0.0954,0.00929
Anc1,Anc,GlcNAc,1,10.91713889,0.095490001,0.009380001
Anc1,Anc,GlcNAc,1,11.10219444,0.095550001,0.00944
Anc1,Anc,GlcNAc,1,11.28722222,0.09554,0.009429999
Anc1,Anc,GlcNAc,1,11.47225,0.09558,0.00947
Anc1,Anc,GlcNAc,1,11.65727778,0.095629999,0.009519999
Anc1,Anc,GlcNAc,1,11.84230556,0.09576,0.009649999
Anc1,Anc,GlcNAc,1,12.02733333,0.095689999,0.009579999
Anc1,Anc,GlcNAc,1,12.21236111,0.095709999,0.009599999
Anc1,Anc,GlcNAc,1,12.39738889,0.0958,0.00969
Anc1,Anc,GlcNAc,1,12.58241667,0.09576,0.009649999
Anc1,Anc,GlcNAc,1,12.76747222,0.0959,0.00979
Anc1,Anc,GlcNAc,1,12.9525,0.09576,0.009649999
Anc1,Anc,GlcNAc,1,13.13752778,0.09588,0.009769999
Anc1,Anc,GlcNAc,1,13.32255556,0.095869999,0.009759999
Anc1,Anc,GlcNAc,1,13.50758333,0.095819999,0.009709999
Anc1,Anc,GlcNAc,1,13.69261111,0.09593,0.00982
Anc1,Anc,GlcNAc,1,13.87763889,0.09598,0.00987
Anc1,Anc,GlcNAc,1,14.06277778,0.096010001,0.009900001
Anc1,Anc,GlcNAc,1,14.24780556,0.09589,0.009779999
Anc1,Anc,GlcNAc,1,14.43283333,0.095959999,0.009849999
Anc1,Anc,GlcNAc,1,14.61786111,0.096070001,0.00996
Anc1,Anc,GlcNAc,1,14.80291667,0.096030001,0.00992
Anc1,Anc,GlcNAc,1,14.98794444,0.096090001,0.009980001
Anc1,Anc,GlcNAc,1,15.17297222,0.09611,0.01
Anc1,Anc,GlcNAc,1,15.358,0.09604,0.00993
Anc1,Anc,GlcNAc,1,15.54302778,0.096100001,0.009990001
Anc1,Anc,GlcNAc,1,15.72805556,0.09613,0.01002
Anc1,Anc,GlcNAc,1,15.91308333,0.09617,0.01006
Anc1,Anc,GlcNAc,1,16.09811111,0.09623,0.010119999
Anc1,Anc,GlcNAc,1,16.28313889,0.09623,0.010119999
Anc1,Anc,GlcNAc,1,16.46819444,0.096250001,0.010140001
Anc1,Anc,GlcNAc,1,16.65322222,0.096179999,0.010069999
Anc1,Anc,GlcNAc,1,16.83825,0.09623,0.01012
Anc1,Anc,GlcNAc,1,17.02327778,0.09624,0.010129999
Anc1,Anc,GlcNAc,1,17.20830556,0.096329999,0.010219999
Anc1,Anc,GlcNAc,1,17.39333333,0.096349999,0.010239999
Anc1,Anc,GlcNAc,1,17.57836111,0.0963,0.01019
Anc1,Anc,GlcNAc,1,17.76338889,0.09636,0.01025
Anc1,Anc,GlcNAc,1,17.94844444,0.0964,0.01029
Anc1,Anc,GlcNAc,1,18.13347222,0.096339998,0.010229998
Anc1,Anc,GlcNAc,1,18.3185,0.096269999,0.010159999
Anc1,Anc,GlcNAc,1,18.50352778,0.0964,0.01029
Anc1,Anc,GlcNAc,1,18.68855556,0.09641,0.0103
Anc1,Anc,GlcNAc,1,18.87358333,0.09644,0.01033
Anc1,Anc,GlcNAc,1,19.05861111,0.09646,0.010349999
Anc1,Anc,GlcNAc,1,19.24363889,0.096470001,0.01036
Anc1,Anc,GlcNAc,1,19.42866667,0.0965,0.010389999
Anc1,Anc,GlcNAc,1,19.61369444,0.0965,0.010389999
Anc1,Anc,GlcNAc,1,19.79875,0.096510001,0.0104
Anc1,Anc,GlcNAc,1,19.98377778,0.096650001,0.01054
Anc1,Anc,GlcNAc,1,20.16880556,0.096560001,0.01045
Anc1,Anc,GlcNAc,1,20.35383333,0.096570001,0.01046
Anc1,Anc,GlcNAc,1,20.53886111,0.096579999,0.010469999
Anc1,Anc,GlcNAc,1,20.72388889,0.096690001,0.01058
Anc1,Anc,GlcNAc,1,20.90891667,0.09659,0.010479999
Anc1,Anc,GlcNAc,1,21.09394444,0.09663,0.01052
Anc1,Anc,GlcNAc,1,21.27897222,0.09666,0.01055
Anc1,Anc,GlcNAc,1,21.46402778,0.09663,0.01052
Anc1,Anc,GlcNAc,1,21.64905556,0.096769999,0.010659999
Anc1,Anc,GlcNAc,1,21.83408333,0.09672,0.01061
Anc1,Anc,GlcNAc,1,22.01911111,0.0968,0.01069
Anc1,Anc,GlcNAc,1,22.20413889,0.09674,0.01063
Anc1,Anc,GlcNAc,1,22.38916667,0.096789999,0.010679999
Anc1,Anc,GlcNAc,1,22.57419444,0.0968,0.01069
Anc1,Anc,GlcNAc,1,22.75922222,0.09688,0.01077
Anc1,Anc,GlcNAc,1,22.94427778,0.09693,0.01082
Anc1,Anc,GlcNAc,1,23.12930556,0.096929999,0.010819999
Anc1,Anc,GlcNAc,1,23.31433333,0.096930001,0.010820001
Anc1,Anc,GlcNAc,1,23.49936111,0.09701,0.0109
Anc1,Anc,GlcNAc,1,23.68438889,0.09697,0.01086
Anc1,Anc,GlcNAc,1,23.86941667,0.09685,0.01074
Anc1,Anc,GlcNAc,1,24.05444444,0.097,0.01089
Anc1,Anc,GlcNAc,1,24.23947222,0.096959999,0.010849999
Anc1,Anc,GlcNAc,1,24.4245,0.096940001,0.010830001
Anc1,Anc,GlcNAc,1,24.60955556,0.09707,0.01096
Anc1,Anc,GlcNAc,1,24.79458333,0.097079999,0.010969999
Anc1,Anc,GlcNAc,1,24.97961111,0.0971,0.01099
Anc1,Anc,GlcNAc,1,25.16475,0.09711,0.011
Anc1,Anc,GlcNAc,1,25.34977778,0.0972,0.011089999
Anc1,Anc,GlcNAc,1,25.53480556,0.097259999,0.011149999
Anc1,Anc,GlcNAc,1,25.71983333,0.0972,0.01109
Anc1,Anc,GlcNAc,1,25.90486111,0.097259999,0.011149999
Anc1,Anc,GlcNAc,1,26.08988889,0.09712,0.011009999
Anc1,Anc,GlcNAc,1,26.27491667,0.097239999,0.011129999
Anc1,Anc,GlcNAc,1,26.45994444,0.09723,0.01112
Anc1,Anc,GlcNAc,1,26.64497222,0.09721,0.011099999
Anc1,Anc,GlcNAc,1,26.83,0.097319999,0.011209999
Anc1,Anc,GlcNAc,1,27.01502778,0.097359999,0.011249999
Anc1,Anc,GlcNAc,1,27.20005556,0.097359999,0.011249999
Anc1,Anc,GlcNAc,1,27.38508333,0.09742,0.01131
Anc1,Anc,GlcNAc,1,27.57011111,0.09743,0.01132
Anc1,Anc,GlcNAc,1,27.75513889,0.097369999,0.011259999
Anc1,Anc,GlcNAc,1,27.94016667,0.097440001,0.01133
Anc1,Anc,GlcNAc,1,28.12519444,0.097550001,0.011440001
Anc1,Anc,GlcNAc,1,28.31022222,0.09753,0.01142
Anc1,Anc,GlcNAc,1,28.49525,0.09746,0.01135
Anc1,Anc,GlcNAc,1,28.68027778,0.097540001,0.011430001
Anc1,Anc,GlcNAc,1,28.86530556,0.09755,0.01144
Anc1,Anc,GlcNAc,1,29.05033333,0.097709999,0.011599999
Anc1,Anc,GlcNAc,1,29.23536111,0.097570001,0.01146
Anc1,Anc,GlcNAc,1,29.42038889,0.097580001,0.01147
Anc1,Anc,GlcNAc,1,29.60541667,0.097660001,0.01155
Anc1,Anc,GlcNAc,1,29.79044444,0.097690001,0.011580001
Anc1,Anc,GlcNAc,1,29.97547222,0.097710001,0.0116
Anc1,Anc,GlcNAc,1,30.1605,0.09772,0.01161
Anc1,Anc,GlcNAc,1,30.34552778,0.097790001,0.01168
Anc1,Anc,GlcNAc,1,30.53055556,0.097699999,0.011589999
Anc1,Anc,GlcNAc,1,30.71558333,0.0978,0.01169
Anc1,Anc,GlcNAc,1,30.90061111,0.097819999,0.011709999
Anc1,Anc,GlcNAc,1,31.08563889,0.097750001,0.01164
Anc1,Anc,GlcNAc,1,31.27066667,0.097830001,0.01172
Anc1,Anc,GlcNAc,1,31.45569444,0.09791,0.011799999
Anc1,Anc,GlcNAc,1,31.64072222,0.098029999,0.011919998
Anc1,Anc,GlcNAc,1,31.82575,0.098049999,0.011939999
Anc1,Anc,GlcNAc,1,32.01077778,0.09807,0.01196
Anc1,Anc,GlcNAc,1,32.19580556,0.09811,0.012
Anc1,Anc,GlcNAc,1,32.38083333,0.097980001,0.011870001
Anc1,Anc,GlcNAc,1,32.56586111,0.09801,0.0119
Anc1,Anc,GlcNAc,1,32.75088889,0.09804,0.01193
Anc1,Anc,GlcNAc,1,32.93591667,0.09813,0.012019999
Anc1,Anc,GlcNAc,1,33.12094444,0.09818,0.01207
Anc1,Anc,GlcNAc,1,33.30597222,0.098240001,0.01213
Anc1,Anc,GlcNAc,1,33.491,0.098159999,0.012049999
Anc1,Anc,GlcNAc,1,33.67602778,0.098279999,0.012169999
Anc1,Anc,GlcNAc,1,33.86105556,0.098319998,0.012209998
Anc1,Anc,GlcNAc,1,34.04608333,0.098319999,0.012209999
Anc1,Anc,GlcNAc,1,34.23111111,0.098260001,0.012150001
Anc1,Anc,GlcNAc,1,34.41613889,0.0983,0.012189999
Anc1,Anc,GlcNAc,1,34.60116667,0.098319999,0.012209999
Anc1,Anc,GlcNAc,1,34.78619444,0.09836,0.012249999
Anc1,Anc,GlcNAc,1,34.97122222,0.09835,0.012239999
Anc1,Anc,GlcNAc,1,35.15625,0.098489999,0.012379999
Anc1,Anc,GlcNAc,1,35.34127778,0.098359999,0.012249999
Anc1,Anc,GlcNAc,1,35.52630556,0.09848,0.012369999
Anc1,Anc,GlcNAc,1,35.71133333,0.09854,0.01243
Anc1,Anc,GlcNAc,1,35.89636111,0.0985,0.01239
Anc1,Anc,GlcNAc,1,36.08138889,0.098529999,0.012419999
Anc1,Anc,GlcNAc,1,36.26641667,0.098540001,0.01243
Anc1,Anc,GlcNAc,1,36.45144444,0.09868,0.01257
Anc1,Anc,GlcNAc,1,36.63647222,0.09866,0.01255
Anc1,Anc,GlcNAc,1,36.8215,0.098630001,0.012520001
Anc1,Anc,GlcNAc,1,37.00652778,0.09883,0.01272
Anc1,Anc,GlcNAc,1,37.19155556,0.09872,0.01261
Anc1,Anc,GlcNAc,1,37.37658333,0.098640001,0.012530001
Anc1,Anc,GlcNAc,1,37.56161111,0.09879,0.012679999
Anc1,Anc,GlcNAc,1,37.74663889,0.09877,0.01266
Anc1,Anc,GlcNAc,1,37.93166667,0.09895,0.01284
Anc1,Anc,GlcNAc,1,38.11669444,0.098850001,0.01274
Anc1,Anc,GlcNAc,1,38.30172222,0.098930001,0.01282
Anc1,Anc,GlcNAc,1,38.48675,0.09886,0.01275
Anc1,Anc,GlcNAc,1,38.67177778,0.098910001,0.012800001
Anc1,Anc,GlcNAc,1,38.85680556,0.09901,0.0129
Anc1,Anc,GlcNAc,1,39.04183333,0.099100001,0.012990001
Anc1,Anc,GlcNAc,1,39.22686111,0.09901,0.012899999
Anc1,Anc,GlcNAc,1,39.41188889,0.099020001,0.01291
Anc1,Anc,GlcNAc,1,39.59691667,0.099110001,0.013
Anc1,Anc,GlcNAc,1,39.78194444,0.09914,0.013029999
Anc1,Anc,GlcNAc,1,39.96697222,0.09918,0.01307
Anc1,Anc,GlcNAc,1,40.152,0.09903,0.01292
Anc1,Anc,GlcNAc,1,40.33702778,0.09922,0.01311
Anc1,Anc,GlcNAc,1,40.52205556,0.099319999,0.013209999
Anc1,Anc,GlcNAc,1,40.70708333,0.09941,0.0133
Anc1,Anc,GlcNAc,1,40.89211111,0.09934,0.01323
Anc1,Anc,GlcNAc,1,41.07713889,0.099589999,0.013479999
Anc1,Anc,GlcNAc,1,41.26216667,0.099429999,0.013319999
Anc1,Anc,GlcNAc,1,41.44719444,0.09954,0.013429999
Anc1,Anc,GlcNAc,1,41.63222222,0.09956,0.01345
Anc1,Anc,GlcNAc,1,41.81725,0.099590001,0.01348
Anc1,Anc,GlcNAc,1,42.00227778,0.099650001,0.01354
Anc1,Anc,GlcNAc,1,42.18730556,0.099620001,0.013510001
Anc1,Anc,GlcNAc,1,42.37233333,0.09972,0.013609999
Anc1,Anc,GlcNAc,1,42.55736111,0.099660001,0.013550001
Anc1,Anc,GlcNAc,1,42.74238889,0.09974,0.01363
Anc1,Anc,GlcNAc,1,42.92741667,0.099770001,0.01366
Anc1,Anc,GlcNAc,1,43.11244444,0.099839999,0.013729998
Anc1,Anc,GlcNAc,1,43.29747222,0.09985,0.01374
Anc1,Anc,GlcNAc,1,43.4825,0.09991,0.0138
Anc1,Anc,GlcNAc,1,43.66752778,0.09993,0.013819999
Anc1,Anc,GlcNAc,1,43.85255556,0.099990001,0.01388
Anc1,Anc,GlcNAc,1,44.03758333,0.09996,0.01385
Anc1,Anc,GlcNAc,1,44.22261111,0.100090001,0.01398
Anc1,Anc,GlcNAc,1,44.40763889,0.10001,0.0139
Anc1,Anc,GlcNAc,1,44.59266667,0.10009,0.01398
Anc1,Anc,GlcNAc,1,44.77769444,0.10014,0.01403
Anc1,Anc,GlcNAc,1,44.96272222,0.100170001,0.014060001
Anc1,Anc,GlcNAc,1,45.14775,0.10007,0.01396
Anc1,Anc,GlcNAc,1,45.33277778,0.10022,0.01411
Anc1,Anc,GlcNAc,1,45.51780556,0.10024,0.014129999
Anc1,Anc,GlcNAc,1,45.70283333,0.10029,0.014179999
Anc1,Anc,GlcNAc,1,45.88786111,0.10022,0.01411
Anc1,Anc,GlcNAc,1,46.07288889,0.10023,0.01412
Anc1,Anc,GlcNAc,1,46.25791667,0.1003,0.01419
Anc1,Anc,GlcNAc,1,46.44294444,0.10037,0.014259999
Anc1,Anc,GlcNAc,1,46.62797222,0.10036,0.01425
Anc1,Anc,GlcNAc,1,46.813,0.100449999,0.014339998
Anc1,Anc,GlcNAc,1,46.99802778,0.100459999,0.014349999
Anc1,Anc,GlcNAc,1,47.18305556,0.1005,0.014389999
Anc1,Anc,GlcNAc,1,47.36808333,0.100469999,0.014359999
Anc1,Anc,GlcNAc,1,47.55311111,0.10052,0.01441
Anc1,Anc,GlcNAc,1,47.73813889,0.10054,0.01443
Anc1,Anc,GlcNAc,1,47.92316667,0.10055,0.01444
Anc1,Anc,GlcNAc,1,48.10819444,0.100650001,0.014540001
Anc2,Anc,GlcNAc,2,0,0.086029999,0
Anc2,Anc,GlcNAc,2,0.185027778,0.086009999,-1.99996E-05
Anc2,Anc,GlcNAc,2,0.370083333,0.0862,0.000170001
Anc2,Anc,GlcNAc,2,0.555111111,0.0862,0.000170001
Anc2,Anc,GlcNAc,2,0.740138889,0.08627,0.000240001
Anc2,Anc,GlcNAc,2,0.925166667,0.086450001,0.000420002
Anc2,Anc,GlcNAc,2,1.110194444,0.08657,0.000540001
Anc2,Anc,GlcNAc,2,1.295222222,0.086869999,0.00084
Anc2,Anc,GlcNAc,2,1.48025,0.08704,0.001010001
Anc2,Anc,GlcNAc,2,1.665277778,0.087449999,0.00142
Anc2,Anc,GlcNAc,2,1.850333333,0.087820002,0.001790003
Anc2,Anc,GlcNAc,2,2.035361111,0.08832,0.002290002
Anc2,Anc,GlcNAc,2,2.220388889,0.08868,0.002650001
Anc2,Anc,GlcNAc,2,2.405416667,0.0889,0.002870001
Anc2,Anc,GlcNAc,2,2.590444444,0.08937,0.003340001
Anc2,Anc,GlcNAc,2,2.775472222,0.08981,0.003780001
Anc2,Anc,GlcNAc,2,2.960611111,0.090450001,0.004420002
Anc2,Anc,GlcNAc,2,3.145638889,0.091020001,0.004990003
Anc2,Anc,GlcNAc,2,3.330666667,0.09183,0.005800001
Anc2,Anc,GlcNAc,2,3.515694444,0.092620001,0.006590002
Anc2,Anc,GlcNAc,2,3.700722222,0.09347,0.007440002
Anc2,Anc,GlcNAc,2,3.885777778,0.0945,0.008470001
Anc2,Anc,GlcNAc,2,4.070805556,0.094859999,0.00883
Anc2,Anc,GlcNAc,2,4.255833333,0.095210001,0.009180002
Anc2,Anc,GlcNAc,2,4.440861111,0.09527,0.009240001
Anc2,Anc,GlcNAc,2,4.625888889,0.095500001,0.009470002
Anc2,Anc,GlcNAc,2,4.810916667,0.0958,0.009770001
Anc2,Anc,GlcNAc,2,4.995944444,0.09594,0.009910001
Anc2,Anc,GlcNAc,2,5.180972222,0.09602,0.009990001
Anc2,Anc,GlcNAc,2,5.366,0.09621,0.010180001
Anc2,Anc,GlcNAc,2,5.551055556,0.0963,0.010270001
Anc2,Anc,GlcNAc,2,5.736277778,0.096350001,0.010320002
Anc2,Anc,GlcNAc,2,5.921305556,0.096120001,0.010090002
Anc2,Anc,GlcNAc,2,6.106333333,0.09597,0.009940001
Anc2,Anc,GlcNAc,2,6.291361111,0.095830001,0.009800002
Anc2,Anc,GlcNAc,2,6.476388889,0.09527,0.009240001
Anc2,Anc,GlcNAc,2,6.661416667,0.09484,0.008810001
Anc2,Anc,GlcNAc,2,6.846472222,0.094820001,0.008790002
Anc2,Anc,GlcNAc,2,7.0315,0.0945,0.008470001
Anc2,Anc,GlcNAc,2,7.216527778,0.094580001,0.008550002
Anc2,Anc,GlcNAc,2,7.401555556,0.094530001,0.008500002
Anc2,Anc,GlcNAc,2,7.586583333,0.09454,0.008510001
Anc2,Anc,GlcNAc,2,7.771611111,0.094430001,0.008400002
Anc2,Anc,GlcNAc,2,7.956638889,0.0946,0.008570001
Anc2,Anc,GlcNAc,2,8.141666667,0.0945,0.008470001
Anc2,Anc,GlcNAc,2,8.326694444,0.09457,0.008540002
Anc2,Anc,GlcNAc,2,8.51175,0.09459,0.008560001
Anc2,Anc,GlcNAc,2,8.696777778,0.094780002,0.008750003
Anc2,Anc,GlcNAc,2,8.881805556,0.094730002,0.008700003
Anc2,Anc,GlcNAc,2,9.066833333,0.094859999,0.00883
Anc2,Anc,GlcNAc,2,9.251861111,0.09497,0.008940001
Anc2,Anc,GlcNAc,2,9.436916667,0.095020001,0.008990002
Anc2,Anc,GlcNAc,2,9.621944444,0.09522,0.009190001
Anc2,Anc,GlcNAc,2,9.806972222,0.09522,0.009190001
Anc2,Anc,GlcNAc,2,9.992,0.095359999,0.00933
Anc2,Anc,GlcNAc,2,10.17702778,0.09535,0.009320001
Anc2,Anc,GlcNAc,2,10.36205556,0.09548,0.009450001
Anc2,Anc,GlcNAc,2,10.54708333,0.09546,0.009430001
Anc2,Anc,GlcNAc,2,10.73211111,0.095479999,0.009450001
Anc2,Anc,GlcNAc,2,10.91713889,0.095590001,0.009560002
Anc2,Anc,GlcNAc,2,11.10219444,0.09569,0.009660001
Anc2,Anc,GlcNAc,2,11.28722222,0.0957,0.009670001
Anc2,Anc,GlcNAc,2,11.47225,0.09575,0.009720001
Anc2,Anc,GlcNAc,2,11.65727778,0.09584,0.009810001
Anc2,Anc,GlcNAc,2,11.84230556,0.09585,0.009820001
Anc2,Anc,GlcNAc,2,12.02733333,0.09579,0.009760001
Anc2,Anc,GlcNAc,2,12.21236111,0.0959,0.009870001
Anc2,Anc,GlcNAc,2,12.39738889,0.09594,0.009910001
Anc2,Anc,GlcNAc,2,12.58241667,0.095940001,0.009910002
Anc2,Anc,GlcNAc,2,12.76747222,0.09607,0.010040001
Anc2,Anc,GlcNAc,2,12.9525,0.09595,0.009920001
Anc2,Anc,GlcNAc,2,13.13752778,0.095989999,0.00996
Anc2,Anc,GlcNAc,2,13.32255556,0.096039999,0.01001
Anc2,Anc,GlcNAc,2,13.50758333,0.095989999,0.00996
