wellID,replicate,media,strain,timeTidy,data
Day0Anc_1,1,L-Leucine,Day0Anc,35.63841667,0.088799998
Day0Anc_1,1,L-Leucine,Day0Anc,35.81572222,0.089199997
Day0Anc_1,1,L-Leucine,Day0Anc,35.99302778,0.088699996
Day0Anc_1,1,L-Leucine,Day0Anc,36.17033333,0.089000002
Day0Anc_1,1,L-Leucine,Day0Anc,36.34763889,0.089100003
Day0Anc_1,1,L-Leucine,Day0Anc,36.52494444,0.088600002
Day0Anc_1,1,L-Leucine,Day0Anc,36.70225,0.089100003
Day0Anc_1,1,L-Leucine,Day0Anc,36.87955556,0.088799998
Day0Anc_1,1,L-Leucine,Day0Anc,37.05686111,0.088299997
Day0Anc_1,1,L-Leucine,Day0Anc,37.23416667,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,37.41147222,0.088600002
Day0Anc_1,1,L-Leucine,Day0Anc,37.58877778,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,37.76608333,0.088299997
Day0Anc_1,1,L-Leucine,Day0Anc,37.94338889,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,38.12069444,0.088799998
Day0Anc_1,1,L-Leucine,Day0Anc,38.298,0.088399999
Day0Anc_1,1,L-Leucine,Day0Anc,38.47530556,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,38.65261111,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,38.82991667,0.088699996
Day0Anc_1,1,L-Leucine,Day0Anc,39.00722222,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,39.18452778,0.088500001
Day0Anc_1,1,L-Leucine,Day0Anc,39.36183333,0.088799998
Day0Anc_1,1,L-Leucine,Day0Anc,39.53913889,0.0889
Day0Anc_1,1,L-Leucine,Day0Anc,39.71644444,0.089100003
Day0Anc_1,1,L-Leucine,Day0Anc,39.89375,0.089100003
Day0Anc_1,1,L-Leucine,Day0Anc,40.07105556,0.089199997
Day0Anc_1,1,L-Leucine,Day0Anc,40.24836111,0.089100003
Day0Anc_1,1,L-Leucine,Day0Anc,40.42566667,0.089299999
Day0Anc_1,1,L-Leucine,Day0Anc,40.60297222,0.089400001
Day0Anc_1,1,L-Leucine,Day0Anc,40.78027778,0.089500003
Day0Anc_1,1,L-Leucine,Day0Anc,40.95758333,0.089699998
Day0Anc_1,1,L-Leucine,Day0Anc,41.13488889,0.089900002
Day0Anc_1,1,L-Leucine,Day0Anc,41.31219444,0.090400003
Day0Anc_1,1,L-Leucine,Day0Anc,41.4895,0.090099998
Day0Anc_1,1,L-Leucine,Day0Anc,41.66680556,0.090300001
Day0Anc_1,1,L-Leucine,Day0Anc,41.84411111,0.090499997
Day0Anc_1,1,L-Leucine,Day0Anc,42.02141667,0.091200002
Day0Anc_1,1,L-Leucine,Day0Anc,42.19872222,0.090800002
Day0Anc_1,1,L-Leucine,Day0Anc,42.37602778,0.090899996
Day0Anc_1,1,L-Leucine,Day0Anc,42.55333333,0.091300003
Day0Anc_1,1,L-Leucine,Day0Anc,42.73063889,0.091399997
Day0Anc_1,1,L-Leucine,Day0Anc,42.90794444,0.091399997
Day0Anc_1,1,L-Leucine,Day0Anc,43.08525,0.091799997
Day0Anc_1,1,L-Leucine,Day0Anc,43.26255556,0.091799997
Day0Anc_1,1,L-Leucine,Day0Anc,43.43986111,0.091700003
Day0Anc_1,1,L-Leucine,Day0Anc,43.61716667,0.092200004
Day0Anc_1,1,L-Leucine,Day0Anc,43.79447222,0.092600003
Day0Anc_1,1,L-Leucine,Day0Anc,43.97177778,0.092299998
Day0Anc_1,1,L-Leucine,Day0Anc,44.14908333,0.092600003
Day0Anc_1,1,L-Leucine,Day0Anc,44.32638889,0.092799999
Day0Anc_1,1,L-Leucine,Day0Anc,44.50369444,0.092799999
Day0Anc_1,1,L-Leucine,Day0Anc,44.681,0.093099996
Day0Anc_1,1,L-Leucine,Day0Anc,44.85830556,0.093000002
Day0Anc_1,1,L-Leucine,Day0Anc,45.03561111,0.093099996
Day0Anc_1,1,L-Leucine,Day0Anc,45.21291667,0.0933
Day0Anc_1,1,L-Leucine,Day0Anc,45.39022222,0.093599997
Day0Anc_1,1,L-Leucine,Day0Anc,45.56752778,0.093699999
Day0Anc_1,1,L-Leucine,Day0Anc,45.74483333,0.093800001
Day0Anc_1,1,L-Leucine,Day0Anc,45.92213889,0.093999997
Day0Anc_1,1,L-Leucine,Day0Anc,46.09944444,0.093999997
Day0Anc_1,1,L-Leucine,Day0Anc,46.27675,0.094099998
Day0Anc_1,1,L-Leucine,Day0Anc,46.45405556,0.094300002
Day0Anc_1,1,L-Leucine,Day0Anc,46.63136111,0.094099998
Day0Anc_1,1,L-Leucine,Day0Anc,46.80866667,0.094400004
Day0Anc_1,1,L-Leucine,Day0Anc,46.98597222,0.094599999
Day0Anc_1,1,L-Leucine,Day0Anc,47.16327778,0.094800003
Day0Anc_1,1,L-Leucine,Day0Anc,47.34058333,0.094999999
Day0Anc_1,1,L-Leucine,Day0Anc,47.51788889,0.095100001
Day0Anc_1,1,L-Leucine,Day0Anc,47.69519444,0.094899997
Day0Anc_1,1,L-Leucine,Day0Anc,47.8725,0.095100001
Day0Anc_1,1,L-Leucine,Day0Anc,48.04980556,0.095299996
