expID,plate,strain,carbonSource,growthRate,maxLnOD,lagPhase
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Gelatin",0.145902460787174,-1.26372285968883,8.50933333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Glycogen",0.0111035373179436,-1.59948754676238,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Inulin",0.0227244547031075,-1.39352040890128,35.9873888888889
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Laminarin",0.0229423549019458,-1.60793907047219,0.177277777777778
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Mannan",0.0136430265865173,-1.71147062466577,22.6915555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Pectin",0.0206363578566094,-1.64869859130032,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","N-Acetyl-D-Galactosamine",0.0628797603014382,-1.63424305933762,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","N-Acetyl-Neuraminic Acid",0.0274348932193458,-1.70815389826786,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","beta-D-Allose",0.0261715961637152,-1.68956398067775,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Amygdalin",0.0411449053868061,-1.66547931769092,0.354555555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Arabinose",0.0426488220645202,-1.49968707817049,43.6103333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Arabitol",0.0582670639665384,-1.34592042686355,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Arabitol",0.0607427943454356,-1.65810305250108,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Arbutin",0.0377612936430616,-1.67131335039315,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","2-Deoxy-D-Ribose",0.0598186693094011,-1.69990985252891,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","i-Erythritol",0.0784274401749841,-1.66547931769092,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Fucose",0.0650057373122656,-1.67611208189177,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","3-0-beta-D-Galactopyranosyl-D-Arabinose",0.113001652056572,-1.62353683536278,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Gentiobiose",0.0517239514622891,-1.68254636963413,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Glucose",0.0167058203191421,-1.70594878839542,7.26838888888889
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Lactitol",0.013348630531154,-1.69445131245887,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Melezitose",0.0164003045500414,-1.68362281421837,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Maltitol",0.00512119745510135,-1.69445131245887,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","a-Methyl-D-Glucoside",0.0484189216620976,-1.66971885053616,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","beta-Methyl-D-Galactoside",0.0524884189559293,-1.6554818528079,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","3-Methyl Glucose",0.0801601426389828,-1.67718153913523,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","beta-Methyl-D-Glucuronic Acid",0.0483428731475936,-1.67718153913523,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","alpha-Methyl-D-Mannoside",0.0909288255585174,-1.66231136282841,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","beta-Methyl-D-Xyloside",0.0138262509942362,-1.66918791506819,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Palatinose",0.131886205839013,-1.71702312099004,0
