wellID,replicate,media,expLabel,timeTidy,data
Day0Anc_1,1,LB,Day0Anc,17.19863889,1.089300036
Day0Anc_1,1,LB,Day0Anc,17.37594444,1.093000054
Day0Anc_1,1,LB,Day0Anc,17.55325,1.097000003
Day0Anc_1,1,LB,Day0Anc,17.73055556,1.101500034
Day0Anc_1,1,LB,Day0Anc,17.90786111,1.105100036
Day0Anc_1,1,LB,Day0Anc,18.08516667,1.10860002
Day0Anc_1,1,LB,Day0Anc,18.26247222,1.113499999
Day0Anc_1,1,LB,Day0Anc,18.43977778,1.118600011
Day0Anc_1,1,LB,Day0Anc,18.61708333,1.123000026
Day0Anc_1,1,LB,Day0Anc,18.79438889,1.125399947
Day0Anc_1,1,LB,Day0Anc,18.97169444,1.128200054
Day0Anc_1,1,LB,Day0Anc,19.149,1.131000042
Day0Anc_1,1,LB,Day0Anc,19.32630556,1.13530004
Day0Anc_1,1,LB,Day0Anc,19.50361111,1.137099981
Day0Anc_1,1,LB,Day0Anc,19.68091667,1.140699983
Day0Anc_1,1,LB,Day0Anc,19.85822222,1.144500017
Day0Anc_1,1,LB,Day0Anc,20.03552778,1.146700025
Day0Anc_1,1,LB,Day0Anc,20.21283333,1.15079999
Day0Anc_1,1,LB,Day0Anc,20.39013889,1.154299974
Day0Anc_1,1,LB,Day0Anc,20.56744444,1.156599998
Day0Anc_1,1,LB,Day0Anc,20.74475,1.16050005
Day0Anc_1,1,LB,Day0Anc,20.92205556,1.164100051
Day0Anc_1,1,LB,Day0Anc,21.09936111,1.166100025
Day0Anc_1,1,LB,Day0Anc,21.27666667,1.169499993
Day0Anc_1,1,LB,Day0Anc,21.45397222,1.172199965
Day0Anc_1,1,LB,Day0Anc,21.63127778,1.175999999
Day0Anc_1,1,LB,Day0Anc,21.80858333,1.17809999
Day0Anc_1,1,LB,Day0Anc,21.98588889,1.180699944
Day0Anc_1,1,LB,Day0Anc,22.16319444,1.184000015
Day0Anc_1,1,LB,Day0Anc,22.3405,1.184999943
Day0Anc_1,1,LB,Day0Anc,22.51780556,1.186400056
Day0Anc_1,1,LB,Day0Anc,22.69511111,1.18719995
Day0Anc_1,1,LB,Day0Anc,22.87241667,1.191200018
Day0Anc_1,1,LB,Day0Anc,23.04972222,1.191499949
Day0Anc_1,1,LB,Day0Anc,23.22702778,1.195799947
Day0Anc_1,1,LB,Day0Anc,23.40433333,1.19749999
Day0Anc_1,1,LB,Day0Anc,23.58163889,1.202000022
Day0Anc_1,1,LB,Day0Anc,23.75894444,1.198899984
Day0Anc_1,1,LB,Day0Anc,23.93625,1.200999975
Day0Anc_1,1,LB,Day0Anc,24.11355556,1.200799942
Day0Anc_1,1,LB,Day0Anc,24.29086111,1.202200055
Day0Anc_1,1,LB,Day0Anc,24.46816667,1.203500032
Day0Anc_1,1,LB,Day0Anc,24.64547222,1.214599967
Day0Anc_1,1,LB,Day0Anc,24.82277778,1.207299948
Day0Anc_1,1,LB,Day0Anc,25.00008333,1.220399976
Day0Anc_1,1,LB,Day0Anc,25.17738889,1.209900022
Day0Anc_1,1,LB,Day0Anc,25.35469444,1.213999987
Day0Anc_1,1,LB,Day0Anc,25.532,1.208199978
Day0Anc_1,1,LB,Day0Anc,25.70930556,1.212000012
Day0Anc_1,1,LB,Day0Anc,25.88661111,1.21389997
Day0Anc_1,1,LB,Day0Anc,26.06391667,1.214599967
Day0Anc_1,1,LB,Day0Anc,26.24122222,1.218000054
Day0Anc_1,1,LB,Day0Anc,26.41852778,1.218199968
Day0Anc_1,1,LB,Day0Anc,26.59583333,1.212000012
Day0Anc_1,1,LB,Day0Anc,26.77313889,1.212100029
Day0Anc_1,1,LB,Day0Anc,26.95044444,1.222300053
Day0Anc_1,1,LB,Day0Anc,27.12775,1.213500023
Day0Anc_1,1,LB,Day0Anc,27.30505556,1.217300057
Day0Anc_1,1,LB,Day0Anc,27.48236111,1.218500018
Day0Anc_1,1,LB,Day0Anc,27.65966667,1.214599967
Day0Anc_1,1,LB,Day0Anc,27.83697222,1.220000029
Day0Anc_1,1,LB,Day0Anc,28.01427778,1.220800042
Day0Anc_1,1,LB,Day0Anc,28.19158333,1.216199994
Day0Anc_1,1,LB,Day0Anc,28.36888889,1.217900038
Day0Anc_1,1,LB,Day0Anc,28.54619444,1.216400027
Day0Anc_1,1,LB,Day0Anc,28.7235,1.216899991
Day0Anc_1,1,LB,Day0Anc,28.90080556,1.219200015
Day0Anc_1,1,LB,Day0Anc,29.07811111,1.215999961
Day0Anc_1,1,LB,Day0Anc,29.25541667,1.218899965
Day0Anc_1,1,LB,Day0Anc,29.43272222,1.218600035
Day0Anc_1,1,LB,Day0Anc,29.61002778,1.216699958
Day0Anc_1,1,LB,Day0Anc,29.78733333,1.217100024
Day0Anc_1,1,LB,Day0Anc,29.96463889,1.218999982
Day0Anc_1,1,LB,Day0Anc,30.14194444,1.21570003
Day0Anc_1,1,LB,Day0Anc,30.31925,1.21510005
Day0Anc_1,1,LB,Day0Anc,30.49655556,1.214699984
Day0Anc_1,1,LB,Day0Anc,30.67386111,1.212599993
Day0Anc_1,1,LB,Day0Anc,30.85116667,1.211899996
Day0Anc_1,1,LB,Day0Anc,31.02847222,1.209200025
Day0Anc_1,1,LB,Day0Anc,31.20577778,1.208899975
Day0Anc_1,1,LB,Day0Anc,31.38308333,1.207000017
Day0Anc_1,1,LB,Day0Anc,31.56038889,1.204200029
Day0Anc_1,1,LB,Day0Anc,31.73769444,1.203500032
Day0Anc_1,1,LB,Day0Anc,31.915,1.203400016
Day0Anc_1,1,LB,Day0Anc,32.09230556,1.200199962
Day0Anc_1,1,LB,Day0Anc,32.26961111,1.200099945
Day0Anc_1,1,LB,Day0Anc,32.44691667,1.19659996
Day0Anc_1,1,LB,Day0Anc,32.62422222,1.195700049
Day0Anc_1,1,LB,Day0Anc,32.80152778,1.202499986
Day0Anc_1,1,LB,Day0Anc,32.97883333,1.195299983
Day0Anc_1,1,LB,Day0Anc,33.15613889,1.195899963
Day0Anc_1,1,LB,Day0Anc,33.33344444,1.189299941
Day0Anc_1,1,LB,Day0Anc,33.51075,1.188899994
Day0Anc_1,1,LB,Day0Anc,33.68805556,1.188899994
Day0Anc_1,1,LB,Day0Anc,33.86536111,1.195199966
Day0Anc_1,1,LB,Day0Anc,34.04266667,1.19690001
Day0Anc_1,1,LB,Day0Anc,34.21997222,1.192199945
Day0Anc_1,1,LB,Day0Anc,34.39727778,1.187600017
Day0Anc_1,1,LB,Day0Anc,34.57458333,1.176499963
Day0Anc_1,1,LB,Day0Anc,34.75188889,1.176100016
Day0Anc_1,1,LB,Day0Anc,34.92919444,1.193400025
Day0Anc_1,1,LB,Day0Anc,35.1065,1.185500026
Day0Anc_1,1,LB,Day0Anc,35.28380556,1.175999999
Day0Anc_1,1,LB,Day0Anc,35.46111111,1.181399941
Day0Anc_1,1,LB,Day0Anc,35.63841667,1.186100006
Day0Anc_1,1,LB,Day0Anc,35.81572222,1.181599975
Day0Anc_1,1,LB,Day0Anc,35.99302778,1.172000051
Day0Anc_1,1,LB,Day0Anc,36.17033333,1.173099995
Day0Anc_1,1,LB,Day0Anc,36.34763889,1.171200037
Day0Anc_1,1,LB,Day0Anc,36.52494444,1.169700027
Day0Anc_1,1,LB,Day0Anc,36.70225,1.165799975
Day0Anc_1,1,LB,Day0Anc,36.87955556,1.163900018
Day0Anc_1,1,LB,Day0Anc,37.05686111,1.160899997
Day0Anc_1,1,LB,Day0Anc,37.23416667,1.161499977
Day0Anc_1,1,LB,Day0Anc,37.41147222,1.158499956
Day0Anc_1,1,LB,Day0Anc,37.58877778,1.154899955
Day0Anc_1,1,LB,Day0Anc,37.76608333,1.154000044
Day0Anc_1,1,LB,Day0Anc,37.94338889,1.152999997
Day0Anc_1,1,LB,Day0Anc,38.12069444,1.147300005
Day0Anc_1,1,LB,Day0Anc,38.298,1.143399954
Day0Anc_1,1,LB,Day0Anc,38.47530556,1.140400052
Day0Anc_1,1,LB,Day0Anc,38.65261111,1.137400031
Day0Anc_1,1,LB,Day0Anc,38.82991667,1.1329
Day0Anc_1,1,LB,Day0Anc,39.00722222,1.12559998
Day0Anc_1,1,LB,Day0Anc,39.18452778,1.120900035
Day0Anc_1,1,LB,Day0Anc,39.36183333,1.116700053
Day0Anc_1,1,LB,Day0Anc,39.53913889,1.114099979
Day0Anc_1,1,LB,Day0Anc,39.71644444,1.111500025
Day0Anc_1,1,LB,Day0Anc,39.89375,1.107599974
Day0Anc_1,1,LB,Day0Anc,40.07105556,1.103800058
Day0Anc_1,1,LB,Day0Anc,40.24836111,1.102300048
Day0Anc_1,1,LB,Day0Anc,40.42566667,1.096699953
Day0Anc_1,1,LB,Day0Anc,40.60297222,1.094900012
Day0Anc_1,1,LB,Day0Anc,40.78027778,1.090800047
Day0Anc_1,1,LB,Day0Anc,40.95758333,1.087800026
Day0Anc_1,1,LB,Day0Anc,41.13488889,1.084699988
Day0Anc_1,1,LB,Day0Anc,41.31219444,1.08130002
Day0Anc_1,1,LB,Day0Anc,41.4895,1.079699993
Day0Anc_1,1,LB,Day0Anc,41.66680556,1.076400042
Day0Anc_1,1,LB,Day0Anc,41.84411111,1.072000027
Day0Anc_1,1,LB,Day0Anc,42.02141667,1.070799947
Day0Anc_1,1,LB,Day0Anc,42.19872222,1.065600038
Day0Anc_1,1,LB,Day0Anc,42.37602778,1.064399958
Day0Anc_1,1,LB,Day0Anc,42.55333333,1.060700059
Day0Anc_1,1,LB,Day0Anc,42.73063889,1.059100032
Day0Anc_1,1,LB,Day0Anc,42.90794444,1.05490005
Day0Anc_1,1,LB,Day0Anc,43.08525,1.050199986
Day0Anc_1,1,LB,Day0Anc,43.26255556,1.048900008
Day0Anc_1,1,LB,Day0Anc,43.43986111,1.046399951
Day0Anc_1,1,LB,Day0Anc,43.61716667,1.044100046
Day0Anc_1,1,LB,Day0Anc,43.79447222,1.040599942
Day0Anc_1,1,LB,Day0Anc,43.97177778,1.039299965
Day0Anc_1,1,LB,Day0Anc,44.14908333,1.042999983
Day0Anc_1,1,LB,Day0Anc,44.32638889,1.041700006
Day0Anc_1,1,LB,Day0Anc,44.50369444,1.036599994
Day0Anc_1,1,LB,Day0Anc,44.681,1.032099962
Day0Anc_1,1,LB,Day0Anc,44.85830556,1.031800032
Day0Anc_1,1,LB,Day0Anc,45.03561111,1.0273
Day0Anc_1,1,LB,Day0Anc,45.21291667,1.020699978
Day0Anc_1,1,LB,Day0Anc,45.39022222,1.004899979
Day0Anc_1,1,LB,Day0Anc,45.56752778,0.993200004
Day0Anc_1,1,LB,Day0Anc,45.74483333,0.980199993
Day0Anc_1,1,LB,Day0Anc,45.92213889,0.967199981
Day0Anc_1,1,LB,Day0Anc,46.09944444,0.95599997
Day0Anc_1,1,LB,Day0Anc,46.27675,0.934199989
Day0Anc_1,1,LB,Day0Anc,46.45405556,0.917900026
Day0Anc_1,1,LB,Day0Anc,46.63136111,0.898299992
Day0Anc_1,1,LB,Day0Anc,46.80866667,0.877300024
Day0Anc_1,1,LB,Day0Anc,46.98597222,0.855199993
Day0Anc_1,1,LB,Day0Anc,47.16327778,0.843500018
Day0Anc_1,1,LB,Day0Anc,47.34058333,0.82099998
Day0Anc_1,1,LB,Day0Anc,47.51788889,0.796400011
Day0Anc_1,1,LB,Day0Anc,47.69519444,0.771200001
Day0Anc_1,1,LB,Day0Anc,47.8725,0.744400024
Day0Anc_1,1,LB,Day0Anc,48.04980556,0.717599988
blank_0,1,N-Acetyl-D-Glucosamine,blank,0,0.0845
blank_0,1,N-Acetyl-D-Glucosamine,blank,0.177305556,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,0.354611111,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,0.531916667,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,0.709222222,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,0.886527778,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.063833333,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.241138889,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.418444444,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.59575,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.773055556,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,1.950361111,0.083499998
blank_0,1,N-Acetyl-D-Glucosamine,blank,2.127666667,0.083499998
blank_0,1,N-Acetyl-D-Glucosamine,blank,2.304972222,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,2.482277778,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,2.659583333,0.083499998
blank_0,1,N-Acetyl-D-Glucosamine,blank,2.836888889,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.014194444,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.1915,0.083499998
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.368805556,0.083300002
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.546111111,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.723416667,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,3.900722222,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.078027778,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.255333333,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.432638889,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.609944444,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.78725,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,4.964555556,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,5.141861111,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,5.319166667,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,5.496472222,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,5.673777778,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,5.851083333,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.028388889,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.205694444,0.083400004
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.383,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.560305556,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.737611111,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,6.914916667,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.092222222,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.269527778,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.446833333,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.624138889,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.801444444,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,7.97875,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,8.156055556,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,8.333361111,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,8.510666667,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,8.687972222,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,8.865277778,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.042583333,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.219888889,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.397194444,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.5745,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.751805556,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,9.929111111,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.10641667,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.28372222,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.46102778,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.63833333,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.81563889,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,10.99294444,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,11.17025,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,11.34755556,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,11.52486111,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,11.70216667,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,11.87947222,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.05677778,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.23408333,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.41138889,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.58869444,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.766,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,12.94330556,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,13.12061111,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,13.29791667,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,13.47522222,0.0845
blank_0,1,N-Acetyl-D-Glucosamine,blank,13.65252778,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,13.82983333,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.00713889,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.18444444,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.36175,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.53905556,0.0836
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.71636111,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,14.89366667,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.07097222,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.24827778,0.083700001
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.42558333,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.60288889,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.78019444,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,15.9575,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,16.13480556,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,16.31211111,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,16.48941667,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,16.66672222,0.085000001
blank_0,1,N-Acetyl-D-Glucosamine,blank,16.84402778,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.02133333,0.083899997
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.19863889,0.0845
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.37594444,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.55325,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.73055556,0.083800003
blank_0,1,N-Acetyl-D-Glucosamine,blank,17.90786111,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.08516667,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.26247222,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.43977778,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.61708333,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.79438889,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,18.97169444,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,19.149,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,19.32630556,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,19.50361111,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,19.68091667,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,19.85822222,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.03552778,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.21283333,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.39013889,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.56744444,0.085000001
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.74475,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,20.92205556,0.084399998
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.09936111,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.27666667,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.45397222,0.084100001
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.63127778,0.083999999
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.80858333,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,21.98588889,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,22.16319444,0.084700003
blank_0,1,N-Acetyl-D-Glucosamine,blank,22.3405,0.084299996
blank_0,1,N-Acetyl-D-Glucosamine,blank,22.51780556,0.084200002
blank_0,1,N-Acetyl-D-Glucosamine,blank,22.69511111,0.0836
