strain,carbonSource,Area_Under_Curve,Growth
Day20F4,Caproic Acid,2.51610001921655,FALSE
Day20F4,Dextrin,2.54519984126092,FALSE
Day20F4,Amygdalin,2.6498999372124743,FALSE
Day20F4,D-Melibiose,2.6818001220000003,FALSE
Day20F4,a-Keto-Valeric Acid,2.8038999587297377,FALSE
Day20F4,D-Raffinose,2.8243998661637373,FALSE
Day20F4,Arbutin,2.92259984463456,FALSE
Day20F4,beta-Cyclodextrin,3.3190999776124976,FALSE
Day20F4,"D,L-alpha-Glycerol Phosphate",3.429400179,FALSE
Day20F4,2-Aminoethanol,3.6765000629999998,FALSE
Day20F4,Citraconic Acid,3.685099765658387,FALSE
Day20F4,D-Glucose-1-Phosphate,3.7255000600000003,FALSE
Day20F4,Putrescine,3.756999880075465,FALSE
Day20F4,Formic Acid,4.076999994,FALSE
Day20F4,Gentiobiose,4.2431999072432545,FALSE
Day20F4,D-Glucosamine,4.408600047230735,FALSE
Day20F4,D-Glucuronic Acid,4.979599981,FALSE
Day20F4,Lactulose,4.985500187,FALSE
Day20F4,D-Serine,5.097500163,FALSE
Day20F4,Glycyl-L-Glutamic Acid,5.246300015,FALSE
Day20F4,Quinic Acid,5.280599966645256,FALSE
Day20F4,Oxalomalic Acid,5.357799902558341,FALSE
Day20F4,Pectin,5.470700010657313,FALSE
Day20F4,D-Psicose,5.88230006,FALSE
Day20F4,alpha-Hydroxy Butyric Acid,5.970900043,FALSE
Day20F4,beta-Methyl-D Glucoside,5.982100052,FALSE
Day20F4,D-Melezitose,6.010599888861193,FALSE
Day20F4,D-Cellobiose,6.158400024,FALSE
Day20F4,Inulin,6.275999829173097,FALSE
Day20F4,L-Arabinose,6.790099919,FALSE
Day20F4,D-Malic Acid,6.811500221,FALSE
Day20F4,D-Glucose-6-Phosphate,6.9688000500000005,FALSE
Day20F4,L-Rhamnose,7.298999930000001,FALSE
Day20F4,alpha-Keto-Butyric Acid,7.345499978,FALSE
Day20F4,p-Hydroxy Phenyl Acetic Acid,7.57180018,FALSE
Day20F4,N-Acetyl-beta-D Mannosamine,7.601900185,FALSE
Day20F4,Glycolic Acid,7.700500035,FALSE
Day20F4,Butyric Acid,7.707499809563176,FALSE
Day20F4,D-Aspartic Acid,7.755100014,FALSE
Day20F4,Mucic Acid,7.8213001,FALSE
Day20F4,"1,2-Propanediol",8.052400024,FALSE
Day20F4,D-Lactic Acid Methyl Ester,8.153499916195885,FALSE
Day20F4,Hydroxy-L-Proline,8.200599938631063,FALSE
Day20F4,D-Xylose,8.285700159,FALSE
Day20F4,Maltose,8.678200055,FALSE
Day20F4,D-Glucosaminic Acid,8.986599959,FALSE
Day20F4,Glycerol,9.057300017,FALSE
Day20F4,D-Mannose,9.210100127,FALSE
Day20F4,Maltotriose,9.217900236,FALSE
Day20F4,Citramalic Acid,9.263099893927585,FALSE
Day20F4,alpha-Methyl-D Galactoside,9.727300209000001,FALSE
Day20F4,Adonitol,9.745900148,FALSE
Day20F4,alpha-Hydroxy Glutaric Acid-gamma-Lactone,10.097399988000001,FALSE
Day20F4,D-Threonine,10.427700118,FALSE
Day20F4,D-Fructose-6-Phosphate,10.74510018,FALSE
Day20F4,D-Sorbitol,11.131300173,FALSE
Day20F4,D-Saccharic Acid,11.271700224,FALSE
Day20F4,m-Inositol,11.274800104,FALSE
Day20F4,L-Threonine,11.347100177,FALSE
Day20F4,alpha-D-Lactose,11.384100061,FALSE
Day20F4,beta-Hydroxy Butyric Acid,11.430300012230884,FALSE
Day20F4,L-Serine,12.325200228,FALSE
Day20F4,N-Acetyl-L-Glutamic Acid,12.341399982571609,FALSE
Day20F4,m-Hydroxy Phenyl Acetic Acid,12.414100095,FALSE
Day20F4,D-Galactose,12.550100016,FALSE
Day20F4,Tricarballylic Acid,12.714800059,FALSE
Day20F4,D-Ribose,12.798500106,FALSE
Day20F4,Glycyl-L-Proline,12.864400062,FALSE
Day20F4,Acetic Acid,12.907400093,FALSE
Day20F4,Propionic Acid,13.007900006,FALSE
Day20F4,Glycyl-L-Aspartic Acid,13.463700164,FALSE
Day20F4,L-Alanyl-Glycine,13.593700158,FALSE
Day20F4,D-Alanine,13.803499997,FALSE
Day20F4,Itaconic Acid,13.821599960327164,FALSE
Day20F4,D-Trehalose,14.195900128,FALSE
Day20F4,D-Fructose,14.426900201,FALSE
Day20F4,Sucrose,14.470000115,FALSE
Day20F4,Tween 20,15.213400091,FALSE
Day20F4,Succinamic Acid,15.313999801874166,FALSE
Day20F4,4-Hydroxy Benzoic Acid,15.50479985773565,FALSE
Day20F4,L-Malic Acid,15.556100143,FALSE
Day20F4,L-Fucose,15.809300133,TRUE
Day20F4,Tween 80,16.252000052,TRUE
Day20F4,N-Acetyl-D Glucosamine,17.251100155,TRUE
Day20F4,D-Galactonic Acid-gamma-Lactone,17.617600169,TRUE
Day20F4,Tween 40,17.944599974,TRUE
Day20F4,L-Glutamic Acid,18.102300044,TRUE
Day20F4,L-Lactic Acid,18.828400244,TRUE
Day20F4,Methyl Pyruvate,19.127199902,TRUE
Day20F4,Citric Acid,21.112500301,TRUE
Day20F4,m-Tartaric Acid,21.372699793,TRUE
Day20F4,Pyruvic Acid,24.027000109,TRUE
Day20F4,Succinic Acid,24.058200041,TRUE
Day20F4,L-Alanine,24.427800023,TRUE
Day20F4,D-Gluconic Acid,24.746800171,TRUE
Day20F4,Bromo Succinic Acid,25.286300063,TRUE
Day20F4,"D,L-Malic Acid",25.299700158,TRUE
Day20F4,L-Asparagine,25.328400236,TRUE
Day20F4,Mono Methyl Succinate,26.643399975,TRUE
Day20F4,L-Aspartic Acid,26.667799933,TRUE
Day20F4,alpha-Keto-Glutaric Acid,28.323200209,TRUE
Day20F4,L-Phenylalanine,29.37509982287885,TRUE
Day20F4,Fumaric Acid,29.766500076,TRUE
Day20F4,alpha-D-Glucose,30.438900134,TRUE
Day20F4,L-Glutamine,37.568000249,TRUE
Day20F4,L-Proline,38.6586998,TRUE
Day20P1,L-Methionine,-3.8901000469922624,FALSE
Day20P1,L-Homoserine,-3.6367999091744143,FALSE
Day20P1,Phenylethylamine,-3.193800104,FALSE
Day20P1,D-Fucose,-3.114200048148611,FALSE
Day20P1,Dulcitol,-2.718000141,FALSE
Day20P1,Thymidine,-2.6075001240000004,FALSE
Day20P1,3-Hydroxy 2-Butanone,-2.4119000136852264,FALSE
Day20P1,"2,3-Butanone",-2.0742000415921384,FALSE
Day20P1,Uridine,-2.064700143,FALSE
Day20P1,gamma-Cyclodextrin,-1.9362999722361662,FALSE
Day20P1,Glucuronamide,-1.618200161,FALSE
Day20P1,beta-Methyl-D-Xyloside,-1.577399931848074,FALSE
Day20P1,2-Deoxy-D-Ribose,-1.5501000210642693,FALSE
Day20P1,Mannan,-1.4642999768257192,FALSE
Day20P1,Capric Acid,-1.1613999754190774,FALSE
Day20P1,L-Lyxose,-1.1573000560000002,FALSE
Day20P1,L-Tartaric Acid,-1.1402999609708975,FALSE
Day20P1,D-Aspartic Acid,-1.085500182,FALSE
Day20P1,D-Galacturonic Acid,-1.0557000910000003,FALSE
Day20P1,N-Acetyl-Neuraminic Acid,-1.0518998727202535,FALSE
Day20P1,beta-Methyl-D-Glucuronic Acid,-1.045900113880648,FALSE
Day20P1,3-Methyl Glucose,-1.0135999247432073,FALSE
Day20P1,5-Keto-D-Gluconic Acid,-1.0045998990535991,FALSE
Day20P1,D-Saccharic Acid,-0.9783000930000003,FALSE
Day20P1,i-Erythritol,-0.9413999542594083,FALSE
Day20P1,alpha-Cyclodextrin,-0.7560999095440075,FALSE
Day20P1,N-Acetyl-D-Galactosamine,-0.7523000910878151,FALSE
Day20P1,2-Deoxy Adenosine,-0.673700069,FALSE
Day20P1,Formic Acid,-0.31130012999999995,FALSE
Day20P1,L-Glucose,-0.2930000945925973,FALSE
Day20P1,Sec-Butylamine,-0.2630998492241292,FALSE
Day20P1,"2,3-Butanediol",-0.21040004491808725,FALSE
Day20P1,beta-D-Allose,-0.19589992612602336,FALSE
Day20P1,L-Arabinose,0.07919994899999985,FALSE
Day20P1,a-Keto-Valeric Acid,0.09910017251966186,FALSE
Day20P1,alpha-Keto-Butyric Acid,0.11759989499999983,FALSE
Day20P1,Palatinose,0.14829991757868086,FALSE
Day20P1,L-Rhamnose,0.27239987199999993,FALSE
Day20P1,beta-Cyclodextrin,0.6419999599456577,FALSE
Day20P1,D-Melibiose,0.831799946,FALSE
Day20P1,D-Glucose-6-Phosphate,0.8349000079999997,FALSE
Day20P1,Chondroitin Sulfate C,0.9794001281261188,FALSE
Day20P1,D-Threonine,1.164399987,FALSE
Day20P1,Xylitol,1.1923000141978048,FALSE
Day20P1,Lactulose,1.1956998869999997,FALSE
Day20P1,alpha-D-Lactose,1.1966998829999997,FALSE
Day20P1,D-Sorbitol,1.197499893,FALSE
Day20P1,Gelatin,1.261599898338294,FALSE
Day20P1,Glycolic Acid,1.275899915,FALSE
Day20P1,Oxalic Acid,1.2779999673366376,FALSE
Day20P1,2-Hydroxy Benzoic Acid,1.329300045967089,FALSE
Day20P1,"1,2-Propanediol",1.389699979,FALSE
Day20P1,3-0-beta-D-Galactopyranosyl-D-Arabinose,1.5809000208973447,FALSE
Day20P1,Acetamide,1.6517999470233748,FALSE
Day20P1,L-Sorbose,1.6967000663280267,FALSE
Day20P1,D-Tagatose,1.7007001489400748,FALSE
Day20P1,Acetoacetic Acid,1.7237998970000001,FALSE
Day20P1,alpha-Methyl-D Galactoside,1.7774999599999997,FALSE
Day20P1,Lactitol,1.7870000898837866,FALSE
Day20P1,alpha-Hydroxy Butyric Acid,1.8490999839999995,FALSE
Day20P1,beta-Methyl-D Glucoside,1.882899946,FALSE
Day20P1,D-Glucuronic Acid,1.9603000069999998,FALSE
Day20P1,Glycine,1.9722000882029387,FALSE
Day20P1,beta-Methyl-D-Galactoside,2.0056000053882346,FALSE
Day20P1,L-Arabitol,2.0648000240325777,FALSE
Day20P1,D-Tartaric Acid,2.217799983918659,FALSE
Day20P1,L-Galactonic Acid-gamma-Lactone,2.220899955,FALSE
Day20P1,"D,L-Carnitine",2.229000121355033,FALSE
Day20P1,Salicin,2.2464001998305236,FALSE
Day20P1,L-Lysine,2.3099000900983597,FALSE
Day20P1,L-Leucine,2.3161000236868947,FALSE
Day20P1,D-Serine,2.3239999669999998,FALSE
Day20P1,Mucic Acid,2.410699887,FALSE
Day20P1,alpha-Methyl-D-Mannoside,2.7413000613450738,FALSE
Day20P1,N-Acetyl-beta-D Mannosamine,2.8316998129999997,FALSE
Day20P1,a-Methyl-D-Glucoside,2.9162000045180076,FALSE
Day20P1,D-Psicose,2.92339983,FALSE
Day20P1,Sedoheptulosan,2.932800017297243,FALSE
Day20P1,Glyoxylic Acid,3.1279001150000005,FALSE
Day20P1,D-Raffinose,3.1345000267028627,FALSE
Day20P1,"D-Ribono-1,4-Lactone",3.202300004661072,FALSE
Day20P1,Turanose,3.204700030386431,FALSE
Day20P1,D-Cellobiose,3.335699999,FALSE
Day20P1,Adonitol,3.3608000049999998,FALSE
Day20P1,D-Glucose-1-Phosphate,3.42309997,FALSE
Day20P1,D-Galactose,3.458099967,FALSE
Day20P1,4-Hydroxy Benzoic Acid,3.4606000110506887,FALSE
Day20P1,Maltitol,3.5812001004814853,FALSE
Day20P1,D-Malic Acid,3.601899944,FALSE
Day20P1,Dextrin,3.618600077927119,FALSE
Day20P1,Glycogen,3.679500043392174,FALSE
Day20P1,D-Arabinose,3.7335000336170046,FALSE
Day20P1,m-Inositol,3.799199945,FALSE
Day20P1,Adenosine,3.889399863,FALSE
Day20P1,Laminarin,4.04140000045298,FALSE
Day20P1,Stachyose,4.087000146508198,FALSE
Day20P1,D-Glucosaminic Acid,4.090300017,FALSE
Day20P1,Sebacic Acid,4.105400025844541,FALSE
Day20P1,Maltotriose,4.154799954,FALSE
Day20P1,L-Pyroglutamic Acid,4.229699946939916,FALSE
Day20P1,D-Ribose,4.2900998999999995,FALSE
Day20P1,Tricarballylic Acid,4.561999935999999,FALSE
Day20P1,N-Acetyl-D-Glucosaminitol,4.603300020098695,FALSE
Day20P1,D-Fructose-6-Phosphate,4.680999878,FALSE
Day20P1,m-Hydroxy Phenyl Acetic Acid,4.903499907,FALSE
Day20P1,D-Mannose,5.109399869,FALSE
Day20P1,Melibionic Acid,5.157999902963637,FALSE
Day20P1,Glycyl-L-Glutamic Acid,5.191099912,FALSE
Day20P1,Gentiobiose,5.244999974966053,FALSE
Day20P1,Sorbic Acid,5.358400046825404,FALSE
Day20P1,L-Valine,5.575700022280192,FALSE
Day20P1,Citraconic Acid,5.676200076937654,FALSE
Day20P1,Arbutin,5.8464999720454,FALSE
Day20P1,gamma-Hydroxy Butyric Acid,5.85850003361701,FALSE
Day20P1,Maltose,5.895399884,FALSE
Day20P1,D-Xylose,5.91099991,FALSE
Day20P1,D-Melezitose,5.9996000230312205,FALSE
Day20P1,Amygdalin,6.130000032484521,FALSE
Day20P1,L-Threonine,6.320400012,FALSE
Day20P1,L-Fucose,6.527599856,FALSE
Day20P1,Inosine,6.6864999450000004,FALSE
Day20P1,Sucrose,6.768799856,FALSE
Day20P1,delta-Amino Valeric Acid,7.43280014395713,FALSE
Day20P1,alpha-Hydroxy Glutaric Acid-gamma-Lactone,7.460299891,FALSE
Day20P1,D-Glucosamine,7.713399946689568,FALSE
Day20P1,Oxalomalic Acid,7.825300008058535,FALSE
Day20P1,Pectin,7.935799956321705,FALSE
Day20P1,beta-Hydroxy Butyric Acid,8.12969993799922,FALSE
Day20P1,D-Alanine,8.183399905,FALSE
Day20P1,L-Ornithine,8.28590001910924,FALSE
Day20P1,Dihydroxy Acetone,8.865200087428077,FALSE
Day20P1,"D,L-alpha-Glycerol Phosphate",9.25449994,FALSE
Day20P1,Glycyl-L-Aspartic Acid,9.956299921,FALSE
Day20P1,L-Serine,10.65959991,FALSE
Day20P1,D-Galactonic Acid-gamma-Lactone,10.712600091,FALSE
Day20P1,Malonic Acid,11.58430009335278,FALSE
Day20P1,m-Tartaric Acid,13.078699939,FALSE
Day20P1,Citramalic Acid,13.295200183987602,FALSE
Day20P1,Inulin,13.399399921298023,FALSE
Day20P1,L-Alanyl-Glycine,13.878399813,FALSE
Day20P1,Caproic Acid,13.916699945926652,FALSE
Day20P1,Quinic Acid,14.026999935507755,FALSE
Day20P1,D-Lactic Acid Methyl Ester,14.803199931979165,FALSE
Day20P1,Methyl Pyruvate,15.006999951,FALSE
Day20P1,L-Phenylalanine,15.526800125837296,FALSE
Day20P1,L-Alanine,15.723799841,FALSE
Day20P1,D-Arabitol,16.4714000225067,TRUE
Day20P1,Mono Methyl Succinate,18.098700002,TRUE
Day20P1,Acetic Acid,18.332499893,TRUE
Day20P1,Bromo Succinic Acid,19.209499924,TRUE
Day20P1,L-Histidine,19.636000141501423,TRUE
Day20P1,L-Alaninamide,19.958100073039528,TRUE
Day20P1,D-Trehalose,20.54550002,TRUE
Day20P1,Hydroxy-L-Proline,21.482400208711613,TRUE
Day20P1,Putrescine,21.62400001287459,TRUE
Day20P1,Tween 20,22.702799859,TRUE
Day20P1,L-Isoleucine,22.870400100946412,TRUE
Day20P1,Pyruvic Acid,22.979599771,TRUE
Day20P1,2-Aminoethanol,23.041599933,TRUE
Day20P1,L-Arginine,23.087000042200078,TRUE
Day20P1,Itaconic Acid,23.122500076889978,TRUE
Day20P1,Tween 40,23.558399861,TRUE
Day20P1,L-Lactic Acid,23.577299788,TRUE
Day20P1,L-Malic Acid,26.990199752,TRUE
Day20P1,D-Mannitol,27.659300017,TRUE
Day20P1,Butyric Acid,27.789200030267235,TRUE
Day20P1,D-Fructose,29.312599757,TRUE
Day20P1,Succinamic Acid,29.452900111675252,TRUE
Day20P1,Tween 80,30.097299858,TRUE
Day20P1,Succinic Acid,30.45649993,TRUE
Day20P1,L-Aspartic Acid,31.832499759,TRUE
Day20P1,"D,L-Malic Acid",32.0969999,TRUE
Day20P1,D-Gluconic Acid,33.191299986,TRUE
Day20P1,Fumaric Acid,35.185299822,TRUE
Day20P1,alpha-D-Glucose,36.125399623999996,TRUE
Day20P1,L-Glutamic Acid,38.224299949,TRUE
Day20P1,Glycerol,41.242300066,TRUE
Day20P1,L-Asparagine,42.280699801,TRUE
Day20P1,N-Acetyl-D Glucosamine,43.239799944,TRUE
Day20P1,Citric Acid,44.082300072,TRUE
Day20P1,L-Glutamine,44.434199884,TRUE
Day20P1,Propionic Acid,46.866999719,TRUE
Day20P1,N-Acetyl-L-Glutamic Acid,47.07999977469442,TRUE
Day20P1,alpha-Keto-Glutaric Acid,48.101299987,TRUE
Day20P1,D.L-Octopamine,48.97690015286205,TRUE
Day20P1,gamma-Amino Butyric Acid,51.45530015230178,TRUE
Day20P1,Tyramine,52.368399761,TRUE
Day20P1,Glycyl-L-Proline,54.162800099,TRUE
Day20P1,p-Hydroxy Phenyl Acetic Acid,55.170599886,TRUE
Day20P1,L-Proline,56.971099922,TRUE
Day20T3,L-Homoserine,-6.481100119650294,FALSE
Day20T3,Phenylethylamine,-5.297399976,FALSE
Day20T3,Glyoxylic Acid,-2.725599874,FALSE
Day20T3,"2,3-Butanone",-1.834700047969817,FALSE
Day20T3,Glucuronamide,-1.574800022,FALSE
Day20T3,D-Aspartic Acid,-1.474200088,FALSE
Day20T3,D-Fucose,-1.4576999992132291,FALSE
Day20T3,Sec-Butylamine,-1.3802000433206738,FALSE
Day20T3,Dulcitol,-1.3370999879999999,FALSE
Day20T3,Glycolic Acid,-0.8599000189999998,FALSE
Day20T3,2-Deoxy Adenosine,-0.7758999440000001,FALSE
Day20T3,Sucrose,-0.7455998599999996,FALSE
Day20T3,2-Hydroxy Benzoic Acid,-0.6138999685645171,FALSE
Day20T3,beta-Methyl-D-Glucuronic Acid,-0.6001998931169661,FALSE
Day20T3,Mannan,-0.5202999189496079,FALSE
Day20T3,Thymidine,-0.4074000889999999,FALSE
Day20T3,D-Cellobiose,-0.35209990599999985,FALSE
Day20T3,D-Mannose,-0.18300014599999984,FALSE
Day20T3,L-Tartaric Acid,-0.17690013349055508,FALSE
Day20T3,D-Galacturonic Acid,-0.12889988599999996,FALSE
Day20T3,L-Methionine,0.007399991154671159,FALSE
Day20T3,i-Erythritol,0.27290000021459004,FALSE
Day20T3,L-Galactonic Acid-gamma-Lactone,0.30289996500000016,FALSE
Day20T3,N-Acetyl-D-Galactosamine,0.307999931275846,FALSE
Day20T3,D-Threonine,0.338400084,FALSE
Day20T3,3-Hydroxy 2-Butanone,0.4553999900817918,FALSE
Day20T3,L-Arabinose,0.468400099,FALSE
Day20T3,Lactulose,0.47729988400000006,FALSE
Day20T3,Palatinose,0.5829000174999279,FALSE
Day20T3,D-Raffinose,0.6808999031782227,FALSE
Day20T3,Maltose,0.690300138,FALSE
Day20T3,D-Melibiose,0.7090999499999996,FALSE
Day20T3,5-Keto-D-Gluconic Acid,0.8595999628305552,FALSE
Day20T3,Chondroitin Sulfate C,0.900200061500072,FALSE
Day20T3,D-Glucose-6-Phosphate,0.9209001349999999,FALSE
Day20T3,beta-Methyl-D-Xyloside,1.154200002551093,FALSE
Day20T3,Tricarballylic Acid,1.1730000379999999,FALSE
Day20T3,D-Psicose,1.174700122,FALSE
Day20T3,Laminarin,1.2386000528931709,FALSE
Day20T3,"2,3-Butanediol",1.5723999738693462,FALSE
Day20T3,Gentiobiose,1.576000019907963,FALSE
Day20T3,alpha-D-Lactose,1.7391000570000001,FALSE
Day20T3,D-Tartaric Acid,1.8234000205993708,FALSE
Day20T3,beta-D-Allose,1.8339998573065022,FALSE
Day20T3,"D-Ribono-1,4-Lactone",1.884499907493613,FALSE
Day20T3,L-Glucose,1.9583000093698737,FALSE
Day20T3,Adonitol,2.072899962,FALSE
Day20T3,Maltotriose,2.079600035,FALSE
Day20T3,D-Malic Acid,2.084499932,FALSE
Day20T3,D-Galactose,2.1379998920000003,FALSE
Day20T3,gamma-Cyclodextrin,2.428899914026286,FALSE
Day20T3,3-0-beta-D-Galactopyranosyl-D-Arabinose,2.489399805665028,FALSE
Day20T3,alpha-Methyl-D-Mannoside,2.512799948453921,FALSE
Day20T3,Acetoacetic Acid,2.6461000420000005,FALSE
Day20T3,Glycyl-L-Glutamic Acid,2.67530001,FALSE
Day20T3,L-Valine,2.687899842858331,FALSE
Day20T3,D-Saccharic Acid,2.717399993,FALSE
Day20T3,D-Sorbitol,2.768699811,FALSE
Day20T3,Xylitol,2.79399995505811,FALSE
Day20T3,2-Deoxy-D-Ribose,2.8479000478983076,FALSE
Day20T3,gamma-Hydroxy Butyric Acid,2.855300009250664,FALSE
Day20T3,L-Lyxose,2.9070000780000003,FALSE
Day20T3,m-Inositol,2.964600086,FALSE
Day20T3,L-Rhamnose,2.98700007,FALSE
Day20T3,Gelatin,3.060099899768849,FALSE
Day20T3,Salicin,3.1183001846075262,FALSE
Day20T3,N-Acetyl-Neuraminic Acid,3.313700169324893,FALSE
Day20T3,"1,2-Propanediol",3.3232000509999997,FALSE
Day20T3,Arbutin,3.4783999770879848,FALSE
Day20T3,Mucic Acid,3.492100057,FALSE
Day20T3,Adenosine,3.53349982,FALSE
Day20T3,3-Methyl Glucose,3.821799889206899,FALSE
Day20T3,Sedoheptulosan,3.8496999144554214,FALSE
Day20T3,L-Sorbose,3.9162000119686207,FALSE
Day20T3,Lactitol,3.949200004339223,FALSE
Day20T3,alpha-Cyclodextrin,4.076200097799317,FALSE
Day20T3,D-Melezitose,4.162800014019022,FALSE
Day20T3,D-Glucose-1-Phosphate,4.190200093,FALSE
Day20T3,Turanose,4.190399870276461,FALSE
Day20T3,a-Methyl-D-Glucoside,4.225999921560285,FALSE
Day20T3,Stachyose,4.234799861907953,FALSE
Day20T3,D-Xylose,4.294100073,FALSE
Day20T3,L-Arabitol,4.328499943017957,FALSE
Day20T3,Acetamide,4.367799982428561,FALSE
Day20T3,N-Acetyl-D-Glucosaminitol,4.373900085687641,FALSE
Day20T3,Oxalic Acid,4.4021999537944865,FALSE
Day20T3,beta-Methyl-D-Galactoside,4.50919994711876,FALSE
Day20T3,Glycogen,4.665700092911718,FALSE
Day20T3,alpha-Methyl-D Galactoside,4.786200032,FALSE
Day20T3,D-Tagatose,4.82220004498959,FALSE
Day20T3,m-Hydroxy Phenyl Acetic Acid,4.989600135,FALSE
Day20T3,beta-Methyl-D Glucoside,5.119600145000001,FALSE
Day20T3,Amygdalin,5.170900046825409,FALSE
Day20T3,D-Glucuronic Acid,5.224100022,FALSE
Day20T3,Formic Acid,5.290999955,FALSE
Day20T3,D-Arabitol,5.347399994730961,FALSE
Day20T3,Pectin,5.566900044679659,FALSE
Day20T3,Maltitol,5.714299917221075,FALSE
Day20T3,Dextrin,5.747099742293355,FALSE
Day20T3,beta-Cyclodextrin,5.75570009648802,FALSE
Day20T3,D-Trehalose,5.805799901,FALSE
Day20T3,N-Acetyl-beta-D Mannosamine,5.881500022,FALSE
Day20T3,D-Glucosaminic Acid,5.908399974,FALSE
Day20T3,D-Arabinose,6.031200066208849,FALSE
Day20T3,Melibionic Acid,6.829499825835226,FALSE
Day20T3,D-Serine,6.918799964,FALSE
Day20T3,Citraconic Acid,6.970299854874609,FALSE
Day20T3,L-Threonine,7.005799983,FALSE
Day20T3,L-Lysine,7.153600007295619,FALSE
Day20T3,Glycyl-L-Aspartic Acid,7.419699978000001,FALSE
Day20T3,Quinic Acid,7.566499993205084,FALSE
Day20T3,Inulin,7.835199788212795,FALSE
Day20T3,L-Fucose,7.86290014,FALSE
Day20T3,L-Serine,7.994399959,FALSE
Day20T3,Uridine,8.146699967,FALSE
Day20T3,D-Galactonic Acid-gamma-Lactone,8.226199918,FALSE
Day20T3,alpha-Hydroxy Butyric Acid,8.590399874000001,FALSE
Day20T3,Dihydroxy Acetone,8.819299980998037,FALSE
Day20T3,D-Fructose-6-Phosphate,8.98800003,FALSE
Day20T3,D-Ribose,9.414399942,FALSE
Day20T3,Oxalomalic Acid,9.617499917745599,FALSE
Day20T3,alpha-Hydroxy Glutaric Acid-gamma-Lactone,9.617499993,FALSE
Day20T3,alpha-Keto-Butyric Acid,9.776599985,FALSE
Day20T3,Methyl Pyruvate,10.344799869,FALSE
Day20T3,m-Tartaric Acid,10.579900022,FALSE
Day20T3,"D,L-alpha-Glycerol Phosphate",10.631799891,FALSE
Day20T3,Glycine,10.63690000772476,FALSE
Day20T3,"D,L-Carnitine",12.706199884414689,FALSE
Day20T3,L-Ornithine,13.277300000190744,FALSE
Day20T3,a-Keto-Valeric Acid,13.338599979877467,FALSE
Day20T3,L-Alanyl-Glycine,14.312100138,FALSE
Day20T3,Sebacic Acid,14.347199916839607,FALSE
Day20T3,D-Glucosamine,14.6699998676777,FALSE
Day20T3,L-Arginine,14.797499939799318,FALSE
Day20T3,D-Lactic Acid Methyl Ester,16.74749992787838,TRUE
Day20T3,Inosine,16.861700022,TRUE
Day20T3,L-Alaninamide,17.12929992377759,TRUE
Day20T3,L-Phenylalanine,17.930999919772166,TRUE
Day20T3,Citramalic Acid,20.881099998950965,TRUE
Day20T3,Malonic Acid,21.950999990105647,TRUE
Day20T3,L-Leucine,24.97570000588894,TRUE
Day20T3,Sorbic Acid,25.92309993505478,TRUE
Day20T3,Bromo Succinic Acid,26.485999881,TRUE
Day20T3,delta-Amino Valeric Acid,27.551599949598323,TRUE
Day20T3,Mono Methyl Succinate,28.167800139,TRUE
Day20T3,Succinamic Acid,28.63980004191399,TRUE
Day20T3,D-Alanine,29.654299998,TRUE
Day20T3,L-Isoleucine,30.084799900650985,TRUE
Day20T3,Acetic Acid,30.867999782,TRUE
Day20T3,beta-Hydroxy Butyric Acid,30.90669982135296,TRUE
Day20T3,Butyric Acid,30.985699936747547,TRUE
Day20T3,D-Fructose,32.345700064,TRUE
Day20T3,L-Lactic Acid,33.421200346,TRUE
Day20T3,L-Histidine,34.83809986710549,TRUE
Day20T3,Caproic Acid,37.60740008950234,TRUE
Day20T3,Pyruvic Acid,37.650500114,TRUE
Day20T3,Propionic Acid,38.284800115,TRUE
Day20T3,Hydroxy-L-Proline,38.61780011653901,TRUE
Day20T3,L-Malic Acid,39.96050004,TRUE
Day20T3,L-Aspartic Acid,39.969500048,TRUE
Day20T3,Fumaric Acid,40.321100066,TRUE
Day20T3,Putrescine,40.5590000897646,TRUE
Day20T3,D.L-Octopamine,40.65519991517068,TRUE
Day20T3,2-Aminoethanol,41.883100158,TRUE
Day20T3,L-Pyroglutamic Acid,42.76369974017143,TRUE
Day20T3,D-Mannitol,43.598699999,TRUE
Day20T3,Itaconic Acid,43.99679990112783,TRUE
Day20T3,Capric Acid,44.312199816107764,TRUE
Day20T3,Tween 20,45.343199912,TRUE
Day20T3,4-Hydroxy Benzoic Acid,45.74840012192727,TRUE
Day20T3,N-Acetyl-D Glucosamine,46.039200052,TRUE
Day20T3,Succinic Acid,46.081699844,TRUE
Day20T3,Glycerol,46.768900086,TRUE
Day20T3,"D,L-Malic Acid",49.6941999,TRUE
Day20T3,L-Alanine,49.991999932,TRUE
Day20T3,Citric Acid,50.294400237,TRUE
Day20T3,N-Acetyl-L-Glutamic Acid,51.57529984414578,TRUE
Day20T3,alpha-Keto-Glutaric Acid,52.815999876999996,TRUE
Day20T3,Tyramine,52.946600172000004,TRUE
Day20T3,L-Glutamic Acid,55.742300001,TRUE
Day20T3,L-Asparagine,58.180200031,TRUE
Day20T3,gamma-Amino Butyric Acid,59.560400053858764,TRUE
Day20T3,D-Gluconic Acid,64.540300202,TRUE
Day20T3,Tween 40,65.255199975,TRUE
Day20T3,Glycyl-L-Proline,65.452299977,TRUE
Day20T3,Tween 80,66.570500219,TRUE
Day20T3,L-Glutamine,69.06860005,TRUE
Day20T3,alpha-D-Glucose,74.926500005,TRUE
